time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000986,0.2764,0.1816,-0.0613,0.336
0.005106,0.0703,0.1870,0.0265,0.202
0.009602,-0.0485,0.2241,0.0123,0.230
0.015530,-0.1953,0.2737,-0.0203,0.337
0.018917,-0.3506,0.3523,-0.0356,0.498
0.023707,-0.4975,0.4502,-0.0289,0.672
0.030672,-0.6495,0.5032,-0.0242,0.822
0.032996,-0.7566,0.5685,-0.0191,0.947
0.037713,-0.7857,0.5942,-0.0183,0.985
0.042547,-0.7587,0.5995,0.0114,0.967
0.047142,-0.6950,0.5328,0.0056,0.876
0.051698,-0.6492,0.5083,0.0073,0.825
0.056468,-0.5992,0.4359,-0.0190,0.741
0.061527,-0.4668,0.3968,-0.0946,0.620
0.065817,-0.4256,0.3789,-0.1267,0.584
0.070373,-0.4157,0.3587,-0.1678,0.574
0.075450,-0.3919,0.3576,-0.1777,0.559
0.079847,-0.3734,0.4041,-0.1758,0.578
0.084475,-0.3365,0.4436,-0.1977,0.591
0.089091,-0.2719,0.4762,-0.1723,0.575
0.098500,-0.2060,0.4904,-0.1546,0.554
0.098779,-0.1216,0.5337,-0.1278,0.562
0.103225,-0.0285,0.5089,-0.1112,0.522
0.107753,0.0568,0.5020,-0.0713,0.510
0.112814,0.1392,0.4842,-0.0014,0.504
0.117245,0.1925,0.4605,0.0557,0.502
0.121867,0.2008,0.3620,0.1095,0.428
0.126496,0.2169,0.3053,0.1817,0.416
0.131193,0.2239,0.2757,0.2602,0.440
0.136014,0.1909,0.2585,0.3522,0.477
0.140523,0.1773,0.2368,0.4624,0.549
0.146325,0.1333,0.2292,0.5576,0.617
0.149944,0.0660,0.1784,0.6238,0.652
0.156460,0.0160,0.1274,0.7039,0.715
0.159149,-0.0245,0.0757,0.7695,0.774
0.163906,-0.0081,0.0044,0.8350,0.835
0.168576,-0.0139,-0.0509,0.8862,0.888
0.173464,-0.0135,-0.0857,0.9636,0.967
0.178048,-0.0546,-0.0907,1.0290,1.034
0.182562,-0.0849,-0.1184,1.0850,1.095
0.187337,-0.0503,-0.1235,1.1221,1.130
0.191901,-0.0655,-0.1180,1.1594,1.167
0.197312,-0.0635,-0.1069,1.1615,1.168
0.201651,-0.0540,-0.0756,1.1331,1.137
0.205922,-0.0418,-0.0694,1.1008,1.104
0.211073,-0.0200,-0.0355,1.0501,1.051
0.215727,0.0563,-0.0474,1.0025,1.005
0.219997,0.1744,-0.0641,0.9579,0.976
0.224677,0.3532,-0.0661,0.9112,0.980
0.229751,0.5642,-0.0317,0.8600,1.029
0.235175,0.7866,-0.0105,0.8113,1.130
0.238676,1.0212,0.0218,0.7220,1.251
0.243445,1.2429,0.0345,0.7158,1.435
0.248280,1.4500,0.0116,0.7087,1.614
0.252684,1.6218,0.0129,0.7172,1.773
0.257672,1.7565,-0.0305,0.7731,1.919
0.262943,1.8501,-0.1040,0.8725,2.048
0.266796,1.9152,-0.1526,0.9225,2.131
0.271430,1.8740,-0.2221,1.0185,2.144
0.276135,1.8035,-0.3221,1.1057,2.140
0.280767,1.6874,-0.4290,1.2246,2.129
0.285870,1.5280,-0.4980,1.3728,2.114
0.290121,1.3415,-0.6058,1.5243,2.119
0.297788,1.1727,-0.6978,1.6365,2.131
0.299587,0.9562,-0.7697,1.7595,2.145
0.304564,0.7628,-0.8315,1.9009,2.211
0.309142,0.5559,-0.8692,2.0106,2.260
0.313717,0.3922,-0.8997,2.1009,2.319
0.318260,0.3191,-0.9352,2.1695,2.384
0.322946,0.2860,-0.9589,2.2309,2.445
0.327533,0.3262,-0.9782,2.2779,2.500
0.332383,0.3995,-1.0049,2.3131,2.553
0.337167,0.5229,-1.0486,2.3055,2.586
0.341585,0.6948,-1.0830,2.2767,2.615
0.346977,0.8345,-1.1297,2.2650,2.665
0.351010,0.9929,-1.1719,2.2486,2.723
0.355965,1.0657,-1.1648,2.1969,2.705
0.360259,1.1391,-1.2109,2.1005,2.679
0.365032,1.1487,-1.2125,1.9953,2.602
0.370129,1.1133,-1.2507,1.8981,2.531
0.375422,1.0844,-1.2635,1.7923,2.446
0.380269,1.0039,-1.2581,1.6900,2.334
0.383888,0.9284,-1.2658,1.6030,2.244
0.388282,0.8237,-1.2890,1.5218,2.158
0.392915,0.7440,-1.2540,1.4560,2.061
0.398036,0.7154,-1.2184,1.3485,1.953
0.402378,0.7326,-1.2418,1.2400,1.902
0.407014,0.7908,-1.2097,1.0924,1.812
0.411884,0.8755,-1.2389,0.9583,1.794
0.416637,0.9724,-1.2625,0.8350,1.799
0.421000,1.0530,-1.2587,0.6845,1.778
0.425809,1.1535,-1.2752,0.5233,1.797
0.430468,1.2267,-1.2759,0.3397,1.802
0.435630,1.2969,-1.2466,0.1502,1.805
0.439751,1.3458,-1.2464,-0.0381,1.835
0.444438,1.3665,-1.2323,-0.2516,1.857
0.449264,1.3738,-1.2207,-0.4449,1.891
0.455904,1.3678,-1.2136,-0.6111,1.928
0.458400,1.3155,-1.1873,-0.7862,1.939
0.463166,1.2767,-1.1891,-0.9488,1.986
0.468020,1.2204,-1.1594,-1.1084,2.016
0.472581,1.1535,-1.1627,-1.2294,2.048
0.477524,1.0736,-1.1441,-1.3333,2.059
0.481879,0.9781,-1.1395,-1.4346,2.077
0.486782,0.9290,-1.1157,-1.5092,2.094
0.491616,0.8589,-1.0898,-1.5811,2.104
0.497647,0.8083,-1.1024,-1.6406,2.135
0.500921,0.7578,-1.0607,-1.7069,2.148
0.505463,0.7427,-1.0462,-1.7749,2.190
0.510302,0.7341,-1.0159,-1.8756,2.256
0.515852,0.7342,-0.9867,-1.9731,2.325
0.519356,0.7164,-0.9562,-2.0674,2.388
0.523876,0.7736,-0.9266,-2.1466,2.463
0.529125,0.8362,-0.8694,-2.2514,2.554
0.533734,0.8640,-0.7989,-2.3553,2.633
0.538008,0.9312,-0.7839,-2.4705,2.754
0.542930,0.9949,-0.7360,-2.5517,2.836
0.547584,1.0602,-0.6741,-2.6324,2.917
0.552057,1.1296,-0.6482,-2.7010,2.999
0.556636,1.1986,-0.6268,-2.7527,3.067
0.562348,1.2602,-0.6098,-2.7996,3.130
0.568740,1.2908,-0.5898,-2.8275,3.164
0.570840,1.3027,-0.5716,-2.8104,3.150
0.575883,1.2794,-0.5669,-2.8248,3.152
0.582969,1.2642,-0.5567,-2.8085,3.130
0.584925,1.2357,-0.5576,-2.7713,3.085
0.589685,1.1722,-0.5481,-2.7203,3.012
0.602153,1.1140,-0.5619,-2.6485,2.928
0.602730,1.0324,-0.5559,-2.5558,2.812
0.603846,0.9627,-0.5613,-2.4400,2.682
0.608086,0.8570,-0.5306,-2.3367,2.545
0.615238,0.7868,-0.5070,-2.1935,2.385
0.617624,0.7255,-0.4835,-2.0796,2.255
0.622372,0.6948,-0.4123,-1.9590,2.119
0.627003,0.6683,-0.3631,-1.8294,1.981
0.631680,0.6772,-0.3286,-1.7361,1.892
0.636221,0.7263,-0.2492,-1.6430,1.814
0.640998,0.7872,-0.1704,-1.5909,1.783
0.648316,0.8649,-0.0730,-1.5603,1.786
0.650153,0.9693,0.0095,-1.5562,1.833
0.655693,1.0958,0.1063,-1.5713,1.919
0.660064,1.1775,0.1933,-1.5985,1.995
0.665864,1.2670,0.3304,-1.6186,2.082
0.669513,1.3069,0.4080,-1.6056,2.110
0.673820,1.3210,0.5384,-1.5787,2.128
0.678831,1.2993,0.6236,-1.5069,2.085
0.683494,1.2704,0.7092,-1.4190,2.032
0.688020,1.2005,0.7951,-1.3269,1.958
0.692960,1.1253,0.8860,-1.1807,1.856
0.704122,1.0852,0.9629,-1.0448,1.788
0.704773,0.9873,1.0161,-0.8572,1.656
0.706527,0.9059,1.0669,-0.6991,1.565
0.711505,0.8890,1.1083,-0.5321,1.517
0.717971,0.8958,1.1807,-0.4161,1.539
0.720428,0.8910,1.2103,-0.2982,1.532
0.724936,0.9036,1.2687,-0.1810,1.568
0.732210,0.9314,1.2795,-0.0859,1.585
0.736085,0.8913,1.2930,0.0182,1.571
0.739212,0.8674,1.3141,0.1144,1.579
0.743820,0.8383,1.3286,0.2313,1.588
0.750180,0.7536,1.3411,0.3476,1.577
0.753800,0.6442,1.3279,0.5298,1.568
0.757884,0.4860,1.3365,0.7636,1.614
0.762521,0.3457,1.3117,0.9942,1.682
0.767163,0.1756,1.2699,1.2359,1.781
0.771916,-0.0051,1.1965,1.4341,1.868
0.776768,-0.2225,1.1675,1.6320,2.019
0.782318,-0.4100,1.1109,1.8799,2.222
0.785856,-0.6445,1.0859,2.0775,2.431
0.790500,-0.8454,1.0444,2.2517,2.622
0.795550,-1.0420,1.0435,2.3523,2.776
0.803882,-1.2134,1.0354,2.4155,2.895
0.804728,-1.3556,0.9723,2.4987,3.004
0.809506,-1.4381,0.9357,2.5208,3.049
0.819768,-1.4878,0.9259,2.5437,3.089
0.820538,-1.5404,0.9143,2.5603,3.125
0.823188,-1.5432,0.9179,2.5728,3.137
0.827938,-1.5580,0.9489,2.5502,3.135
0.832540,-1.5387,0.9433,2.5305,3.108
0.837576,-1.5160,0.9657,2.4946,3.075
0.841989,-1.4516,0.9380,2.4422,2.992
0.847009,-1.3265,0.9490,2.3685,2.876
0.851313,-1.2197,0.9229,2.2971,2.760
0.856124,-1.1099,0.8602,2.2661,2.666
0.860662,-0.9690,0.8377,2.2583,2.596
0.865479,-0.8146,0.7984,2.3071,2.574
0.869903,-0.6950,0.7186,2.4478,2.644
0.875729,-0.6010,0.6533,2.6874,2.830
0.879406,-0.5225,0.5307,2.9993,3.090
0.888682,-0.4350,0.3719,3.2668,3.317
0.889281,-0.3469,0.2076,3.5093,3.532
0.893793,-0.3076,0.0111,3.8366,3.849
0.899783,-0.2681,-0.1799,4.1437,4.156
0.903459,-0.2437,-0.3684,4.4025,4.425
0.907502,-0.3072,-0.5363,4.6276,4.669
0.912683,-0.4017,-0.7132,4.7645,4.834
0.916855,-0.4968,-0.8879,4.7567,4.864
0.921825,-0.6365,-1.0376,4.6168,4.775
0.926289,-0.7989,-1.1675,4.3717,4.595
0.935884,-0.9582,-1.2183,4.0410,4.328
0.936900,-1.1159,-1.2834,3.5775,3.961
0.940317,-1.2333,-1.2837,3.0246,3.510
0.944768,-1.3272,-1.2739,2.4494,3.063
0.949488,-1.4804,-1.2055,1.8683,2.671
0.955172,-1.6202,-1.1450,1.2694,2.355
0.958726,-1.7520,-1.0986,0.6667,2.173
0.963827,-1.8315,-1.0798,0.1244,2.130
0.968290,-1.9118,-1.0542,-0.4108,2.222
0.972930,-2.0008,-1.0140,-0.8438,2.397
0.977779,-2.0992,-0.9462,-1.2111,2.602
0.982309,-2.2808,-0.8885,-1.5182,2.880
0.987251,-2.4261,-0.8426,-1.7512,3.108
0.991587,-2.4724,-0.8290,-1.9825,3.276
0.999683,-2.4980,-0.8688,-2.1647,3.418
1.001271,-2.5663,-0.8921,-2.3315,3.580
1.005888,-2.6095,-0.9370,-2.4332,3.689
1.010199,-2.5935,-1.0387,-2.5014,3.750
1.015821,-2.5440,-1.1468,-2.5243,3.763
1.019709,-2.5086,-1.2444,-2.5286,3.773
1.024264,-2.4753,-1.3528,-2.5143,3.779
1.029220,-2.4489,-1.4220,-2.4147,3.722
1.033918,-2.4793,-1.4641,-2.2826,3.674
1.038381,-2.4881,-1.4842,-2.0988,3.578
1.043418,-2.4825,-1.4995,-1.8441,3.437
1.049326,-2.4840,-1.5130,-1.5590,3.300
1.052696,-2.4090,-1.5134,-1.2717,3.116
1.057017,-2.3051,-1.5540,-0.9582,2.940
1.061758,-2.1599,-1.5947,-0.6800,2.770
1.066848,-2.0210,-1.6507,-0.4154,2.642
1.071243,-1.8975,-1.7271,-0.2020,2.574
1.076055,-1.7605,-1.7578,0.0059,2.488
1.081437,-1.6340,-1.7960,0.2038,2.437
1.085183,-1.5368,-1.8112,0.3420,2.400
1.089873,-1.4494,-1.8397,0.4399,2.383
1.095780,-1.4050,-1.8320,0.4930,2.361
1.099934,-1.3388,-1.8433,0.4874,2.330
1.103781,-1.2869,-1.8478,0.4568,2.298
1.108516,-1.2851,-1.8695,0.3608,2.297
1.114779,-1.2858,-1.8681,0.2259,2.279
1.117957,-1.3510,-1.9128,0.0045,2.342
1.122639,-1.4240,-1.9175,-0.2005,2.397
1.127157,-1.4460,-1.9158,-0.4154,2.436
1.132454,-1.4844,-1.9027,-0.6641,2.503
1.136944,-1.5018,-1.8756,-0.9060,2.568
1.141200,-1.4895,-1.8728,-1.1244,2.644
1.146911,-1.4957,-1.8582,-1.3480,2.740
1.150481,-1.4946,-1.8651,-1.5149,2.830
1.155643,-1.4672,-1.8218,-1.7064,2.895
1.159849,-1.4307,-1.8021,-1.9154,2.994
1.165205,-1.3567,-1.8009,-2.0512,3.048
1.169183,-1.3006,-1.7702,-2.2073,3.114
1.175141,-1.2792,-1.7647,-2.3097,3.176
1.178739,-1.2684,-1.7127,-2.4015,3.211
1.183348,-1.2540,-1.6881,-2.4494,3.228
1.188650,-1.2476,-1.6573,-2.5014,3.250
1.193567,-1.2058,-1.5916,-2.5407,3.231
1.197590,-1.2237,-1.5935,-2.5889,3.277
1.202402,-1.1884,-1.5602,-2.6127,3.267
1.206686,-1.1472,-1.5416,-2.6336,3.260
1.211557,-1.0876,-1.5234,-2.6638,3.256
1.216109,-1.0114,-1.4669,-2.6986,3.234
1.220912,-0.9280,-1.4316,-2.6952,3.190
1.225265,-0.8443,-1.3888,-2.6802,3.134
1.231608,-0.7959,-1.3309,-2.6368,3.059
1.235708,-0.7727,-1.2843,-2.5821,2.986
1.239419,-0.7888,-1.2486,-2.5568,2.953
1.243901,-0.8034,-1.2071,-2.5250,2.912
1.248691,-0.8600,-1.1596,-2.4462,2.840
1.253558,-0.9278,-1.1086,-2.3469,2.756
1.258165,-0.9977,-1.0943,-2.2342,2.680
1.262904,-1.0654,-1.0189,-2.1465,2.604
1.268400,-1.1573,-0.9969,-2.0216,2.534
1.272480,-1.2283,-0.9613,-1.8477,2.418
1.276959,-1.3118,-0.9553,-1.6989,2.349
1.281730,-1.3433,-0.9284,-1.5106,2.225
1.286652,-1.4067,-0.8739,-1.2973,2.104
1.291840,-1.4063,-0.8635,-1.0518,1.957
1.297115,-1.3926,-0.8160,-0.7645,1.786
1.302452,-1.3325,-0.7700,-0.4736,1.610
1.305452,-1.2237,-0.7831,-0.1335,1.459
1.309719,-1.1499,-0.8289,0.1842,1.429
1.316621,-1.0101,-0.8674,0.5106,1.426
1.318824,-0.8542,-0.9153,0.8219,1.498
1.324258,-0.7076,-0.9587,1.1017,1.623
1.328658,-0.6169,-0.9741,1.3642,1.786
1.333001,-0.5523,-0.9998,1.5570,1.931
1.337936,-0.5560,-1.0076,1.7400,2.086
1.342212,-0.6134,-0.9737,1.8487,2.178
1.348552,-0.6650,-0.9553,1.9358,2.259
1.354662,-0.7280,-0.8851,2.0036,2.308
1.356263,-0.7533,-0.7771,2.0735,2.339
1.360863,-0.7036,-0.6260,2.1167,2.317
1.365796,-0.6036,-0.4934,2.1305,2.269
1.370642,-0.4151,-0.3642,2.1172,2.188
1.375864,-0.1859,-0.2356,2.0501,2.072
1.379881,0.0628,-0.1354,2.0294,2.035
1.384455,0.2957,-0.0607,2.0759,2.098
1.389205,0.5156,0.0127,2.1918,2.252
1.393630,0.7589,0.0638,2.2691,2.394
1.400312,0.9327,0.0857,2.4249,2.599
1.403070,1.0231,0.1285,2.6494,2.843
1.407903,1.0688,0.1367,2.8925,3.087
1.412394,1.0463,0.1075,3.2024,3.371
1.417119,1.0089,0.0402,3.5289,3.670
1.421766,0.9236,0.0081,3.8797,3.988
1.426381,0.8245,-0.0545,4.1836,4.264
1.435042,0.6852,-0.1103,4.4390,4.493
1.436300,0.5869,-0.1366,4.6298,4.669
1.440824,0.4591,-0.1486,4.7400,4.764
1.445443,0.3411,-0.1327,4.7631,4.777
1.450488,0.2455,-0.0847,4.7213,4.728
1.455566,0.1780,-0.0334,4.6124,4.616
1.459082,0.1140,0.0427,4.4225,4.424
1.466365,0.0691,0.1032,4.1944,4.196
1.468392,0.0665,0.1868,3.9354,3.940
1.473282,0.0816,0.2771,3.7049,3.716
1.477907,0.1095,0.3484,3.4716,3.491
1.483080,0.0975,0.3941,3.2257,3.251
1.487187,0.0673,0.4120,3.0315,3.060
1.492016,0.0570,0.4027,2.8577,2.887
1.497715,0.0684,0.3569,2.7232,2.747
1.506935,0.0868,0.3109,2.6231,2.643
1.507414,0.1094,0.2529,2.5523,2.567
1.510597,0.1747,0.1737,2.5012,2.513
1.519549,0.2593,0.1019,2.4673,2.483
1.520236,0.4049,0.0542,2.4050,2.439
1.525331,0.5652,-0.0601,2.3503,2.418
1.529192,0.7508,-0.1265,2.2981,2.421
1.535069,0.9150,-0.1836,2.2367,2.424
1.538564,1.0514,-0.2768,2.1303,2.392
1.543054,1.2254,-0.3299,1.9526,2.329
1.549519,1.3852,-0.4099,1.7062,2.236
1.552748,1.4933,-0.4688,1.3672,2.078
1.558683,1.6025,-0.5183,0.9716,1.944
1.561979,1.6601,-0.5678,0.5622,1.842
1.568040,1.7184,-0.5616,0.1723,1.816
1.571457,1.7526,-0.5068,-0.2388,1.840
1.576163,1.7911,-0.4722,-0.5494,1.932
1.584403,1.8147,-0.4098,-0.8602,2.050
1.585618,1.8374,-0.3696,-1.1163,2.181
1.590498,1.8758,-0.3036,-1.2750,2.288
1.596084,1.9158,-0.3025,-1.4319,2.411
1.606409,1.9240,-0.3306,-1.5799,2.511
1.607130,1.8818,-0.3906,-1.6543,2.536
1.608952,1.7870,-0.4734,-1.6718,2.492
1.613889,1.6659,-0.5746,-1.6920,2.443
1.627660,1.4756,-0.6804,-1.7217,2.367
1.628649,1.2611,-0.7722,-1.7537,2.294
1.629649,1.0127,-0.8670,-1.8257,2.261
1.635371,0.7656,-0.9606,-1.8994,2.262
1.636799,0.5145,-1.0364,-2.0033,2.313
1.641790,0.2923,-1.0948,-2.1322,2.415
1.646503,0.1294,-1.1309,-2.2935,2.560
1.650867,-0.0394,-1.1378,-2.4128,2.668
1.655682,-0.1408,-1.1370,-2.5213,2.769
1.660401,-0.2112,-1.1307,-2.6406,2.880
1.667839,-0.2819,-1.0856,-2.7301,2.952
1.669938,-0.3198,-1.0612,-2.8257,3.035
1.675453,-0.3296,-1.0242,-2.8988,3.092
1.679211,-0.2878,-0.9792,-2.9303,3.103
1.684514,-0.1872,-0.9237,-2.9490,3.096
1.688589,-0.0798,-0.8768,-2.9790,3.106
1.693287,0.0256,-0.8004,-3.0273,3.131
1.705889,0.1562,-0.7611,-3.0726,3.169
1.706661,0.2913,-0.7277,-3.1604,3.256
1.707386,0.4031,-0.6952,-3.2548,3.352
1.711808,0.4369,-0.6561,-3.3416,3.433
1.726639,0.4647,-0.6078,-3.4138,3.499
1.727227,0.4553,-0.5738,-3.4789,3.555
1.727676,0.3990,-0.5584,-3.5153,3.582
1.730214,0.3412,-0.4993,-3.5640,3.615
1.735812,0.3150,-0.4417,-3.5725,3.613
1.739653,0.2748,-0.3828,-3.5625,3.594
1.744268,0.1990,-0.3896,-3.5531,3.580
1.750186,0.1471,-0.3398,-3.4990,3.519
1.753702,0.1071,-0.3149,-3.3813,3.398
1.758256,0.0547,-0.2860,-3.2287,3.242
1.763148,-0.0004,-0.2368,-3.0532,3.062
1.767785,-0.0533,-0.1935,-2.8810,2.888
1.772308,-0.0992,-0.1684,-2.6571,2.664
1.777114,-0.1238,-0.1496,-2.4222,2.430
1.784073,-0.1508,-0.1277,-2.1260,2.135
1.786433,-0.1586,-0.1032,-1.8186,1.828
1.791031,-0.1632,-0.0596,-1.5597,1.569
1.795905,-0.1737,-0.0665,-1.3133,1.326
1.804284,-0.1539,-0.0522,-1.1126,1.124
1.805343,-0.1587,-0.0287,-0.9289,0.943
1.809826,-0.1454,-0.0031,-0.7551,0.769
1.821508,-0.1358,0.0007,-0.5792,0.595
1.822206,-0.1688,0.0093,-0.4299,0.462
1.823720,-0.2015,-0.0011,-0.2834,0.348
1.828326,-0.3392,-0.0113,-0.1491,0.371
1.833294,-0.4531,-0.0712,0.0611,0.463
1.837889,-0.6059,-0.1046,0.2709,0.672
1.842441,-0.7500,-0.1641,0.5208,0.928
1.850179,-0.8499,-0.2089,0.7248,1.136
1.851952,-0.9437,-0.2370,0.9237,1.342
1.856754,-1.0910,-0.2939,1.1366,1.603
1.861315,-1.2056,-0.3057,1.3612,1.844
1.868270,-1.3589,-0.3061,1.5689,2.098
1.870658,-1.4598,-0.3265,1.7718,2.319
1.875753,-1.5561,-0.3214,1.9485,2.514
1.880121,-1.6308,-0.2911,2.1134,2.685
1.884760,-1.6744,-0.2883,2.2569,2.825
1.889443,-1.6633,-0.2626,2.3744,2.911
1.895380,-1.6647,-0.2430,2.4756,2.993
1.904542,-1.6475,-0.1959,2.5675,3.057
1.905347,-1.5589,-0.1262,2.6407,3.069
1.913492,-1.4971,-0.0603,2.7095,3.096
1.914233,-1.4739,0.0427,2.7358,3.108
1.922152,-1.4367,0.1494,2.7719,3.126
1.922475,-1.4335,0.2503,2.8108,3.165
1.926685,-1.4122,0.3262,2.8190,3.170
1.931811,-1.3349,0.3989,2.8061,3.133
1.936862,-1.2144,0.4687,2.7958,3.084
1.940715,-1.0849,0.5167,2.8024,3.049
1.945132,-0.9545,0.5359,2.8663,3.068
1.950310,-0.7998,0.5220,2.8846,3.039
1.955942,-0.6549,0.5208,2.9528,3.069
1.959205,-0.5103,0.4917,3.0970,3.177
1.963805,-0.4065,0.4468,3.2501,3.306
1.968903,-0.3114,0.3430,3.4171,3.448
1.973583,-0.3097,0.2305,3.5933,3.614
1.978123,-0.3707,0.1305,3.7332,3.754
1.982852,-0.4642,0.0259,3.8181,3.846
1.987656,-0.5858,-0.0594,3.8527,3.897
1.992024,-0.7012,-0.1160,3.8205,3.886
1.996756,-0.8505,-0.1915,3.7643,3.864
2.001711,-0.9956,-0.2596,3.6532,3.795
2.006259,-1.1751,-0.3463,3.4800,3.689
2.010833,-1.3659,-0.3891,3.2900,3.583
2.016069,-1.5093,-0.4286,3.1238,3.496
2.020177,-1.6568,-0.4718,2.8834,3.359
2.024849,-1.7992,-0.4799,2.6689,3.254
2.029628,-1.8706,-0.4815,2.4899,3.151
2.035802,-1.9287,-0.4765,2.3534,3.080
2.038965,-1.9476,-0.4649,2.2259,2.994
2.043682,-1.9010,-0.4537,2.1575,2.911
2.049831,-1.8776,-0.4168,2.1217,2.864
2.053635,-1.8393,-0.3637,2.0852,2.804
2.058462,-1.7455,-0.3349,2.0670,2.726
2.062927,-1.6007,-0.3499,2.0839,2.651
2.066927,-1.3806,-0.4036,2.1025,2.547
2.072289,-1.1395,-0.4988,2.0940,2.436
2.076833,-0.8790,-0.6138,2.1088,2.366
2.082069,-0.6317,-0.7108,2.1087,2.313
2.086034,-0.3870,-0.8352,2.0937,2.287
2.090399,-0.2160,-0.8964,2.0590,2.256
2.096764,-0.0698,-0.9904,1.9786,2.214
2.101721,0.0022,-1.0624,1.8693,2.150
2.106479,0.0197,-1.1416,1.7313,2.074
2.110065,-0.0100,-1.1994,1.5672,1.973
2.113817,-0.0151,-1.2889,1.3532,1.869
2.118693,-0.0869,-1.3792,1.0993,1.766
2.123039,-0.2089,-1.4586,0.7793,1.667
2.127726,-0.3149,-1.5034,0.4700,1.606
2.132578,-0.4296,-1.5737,0.1404,1.637
2.137235,-0.4941,-1.6193,-0.2188,1.707
2.142035,-0.5857,-1.6523,-0.6027,1.854
2.146323,-0.6310,-1.6992,-0.9492,2.046
2.151275,-0.6884,-1.7454,-1.2821,2.272
2.156214,-0.6895,-1.7838,-1.5919,2.488
2.160795,-0.6950,-1.8310,-1.8907,2.722
2.167580,-0.7148,-1.8368,-2.1140,2.890
2.170459,-0.7089,-1.8155,-2.3481,3.052
2.176670,-0.6919,-1.8171,-2.5738,3.226
2.179062,-0.6973,-1.7962,-2.7697,3.374
2.184353,-0.6797,-1.7981,-2.9144,3.491
2.189285,-0.6653,-1.8131,-3.0440,3.605
2.194048,-0.6469,-1.8076,-3.1584,3.696
2.201645,-0.6147,-1.7840,-3.2674,3.773
2.203069,-0.5706,-1.7974,-3.3351,3.831
2.207731,-0.5263,-1.7900,-3.4261,3.901
2.212048,-0.4980,-1.7764,-3.4687,3.929
2.216882,-0.4710,-1.7755,-3.5396,3.988
2.224067,-0.4308,-1.7900,-3.5668,4.014
2.226331,-0.4466,-1.7670,-3.5984,4.034
2.230923,-0.4635,-1.7758,-3.6104,4.050
2.235745,-0.4841,-1.7280,-3.6482,4.066
2.240295,-0.5350,-1.7096,-3.6666,4.081
2.244797,-0.5422,-1.6774,-3.6775,4.078
2.249266,-0.5682,-1.6288,-3.6904,4.074
2.255197,-0.6178,-1.5375,-3.7032,4.057
2.258462,-0.6410,-1.4629,-3.6921,4.023
2.263176,-0.6452,-1.3618,-3.6547,3.953
2.268058,-0.6472,-1.2149,-3.6032,3.857
2.272772,-0.6420,-1.0938,-3.5185,3.740
2.277506,-0.5863,-0.9508,-3.4390,3.616
2.283891,-0.5178,-0.8166,-3.3168,3.455
2.286778,-0.4500,-0.7155,-3.2095,3.319
2.291304,-0.3703,-0.5970,-3.0739,3.153
2.296085,-0.2493,-0.5235,-2.9244,2.981
2.301263,-0.0963,-0.4614,-2.7469,2.787
2.305810,0.0797,-0.3962,-2.6727,2.703
2.310177,0.2169,-0.3566,-2.5514,2.585
2.316304,0.3155,-0.2875,-2.4522,2.489
2.319623,0.3945,-0.1935,-2.3610,2.402
2.325299,0.3989,-0.1294,-2.3066,2.344
2.329459,0.4118,-0.0496,-2.1958,2.235
2.333546,0.4042,0.0200,-2.0550,2.095
2.339111,0.3877,0.1294,-1.8988,1.942
2.343893,0.3383,0.1737,-1.7461,1.787
2.348249,0.2510,0.2317,-1.5445,1.582
2.352151,0.1615,0.2818,-1.3036,1.343
2.356879,0.0843,0.3217,-1.0401,1.092
2.361741,-0.0256,0.2985,-0.7492,0.807
2.367916,-0.1605,0.3052,-0.4690,0.582
2.371653,-0.2701,0.2605,-0.2329,0.442
2.375778,-0.3592,0.1857,0.0404,0.406
2.380189,-0.4066,0.1096,0.3056,0.520
2.384985,-0.4462,0.0297,0.5723,0.726
2.390442,-0.5047,-0.0397,0.8238,0.967
2.396515,-0.6128,-0.0844,1.0794,1.244
2.403397,-0.7245,-0.0499,1.3080,1.496
2.406562,-0.8554,-0.0274,1.5074,1.733
2.408261,-0.9829,0.0714,1.6538,1.925
2.412910,-1.0914,0.1385,1.7091,2.033
2.418148,-1.1734,0.2052,1.6995,2.075
2.422153,-1.2007,0.2814,1.6516,2.061
2.426851,-1.2269,0.3385,1.5555,2.010
2.432725,-1.1769,0.4058,1.4832,1.936
2.436406,-1.1406,0.4406,1.3841,1.847
2.441299,-1.1335,0.5316,1.3158,1.816
2.445891,-1.1803,0.6455,1.3330,1.894
2.450520,-1.2393,0.7681,1.4284,2.041
2.455708,-1.3044,0.8421,1.6067,2.234
2.459753,-1.4121,0.8988,1.8391,2.487
2.464491,-1.4335,0.8952,2.1160,2.708
2.469679,-1.4284,0.8359,2.4708,2.974
2.474499,-1.3583,0.7734,2.8510,3.251
2.478368,-1.2196,0.6904,3.2472,3.537
2.483440,-1.0233,0.6390,3.6690,3.862
2.488711,-0.7683,0.5899,4.0594,4.173
2.493011,-0.5577,0.5926,4.3493,4.425
2.497900,-0.3734,0.5771,4.6345,4.685
2.505620,-0.1725,0.5165,4.9034,4.934
2.506547,0.1698,0.4490,5.0558,5.078
2.511252,0.4482,0.4270,5.0535,5.091
2.516960,0.7213,0.3570,4.9948,5.059
2.520510,0.9972,0.2510,4.8749,4.982
2.525182,1.1833,0.1974,4.6916,4.843
2.529917,1.2440,0.1534,4.4449,4.618
