time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
14.786961,-0.5173,-1.5775,1.7022,2.378
14.789113,-0.5813,-1.6203,1.4430,2.246
14.795768,-0.6166,-1.6404,1.1420,2.092
14.799631,-0.6384,-1.6138,0.7802,1.903
14.803480,-0.6236,-1.6121,0.4245,1.780
14.808674,-0.5853,-1.6066,0.0725,1.711
14.812596,-0.5508,-1.5971,-0.2998,1.716
14.819016,-0.4995,-1.5832,-0.5945,1.763
14.822558,-0.4344,-1.5817,-0.8907,1.867
14.827288,-0.3437,-1.5998,-1.1190,1.982
14.831887,-0.2755,-1.6039,-1.2723,2.066
14.838607,-0.2036,-1.5727,-1.3747,2.099
14.841194,-0.1591,-1.5730,-1.4263,2.129
14.845628,-0.1108,-1.5788,-1.4700,2.160
14.866457,-0.0872,-1.5879,-1.4387,2.145
14.866817,-0.0377,-1.6125,-1.4043,2.139
14.866974,-0.0382,-1.6745,-1.3711,2.165
14.867097,-0.0236,-1.6763,-1.3415,2.147
14.872297,-0.0149,-1.6851,-1.3175,2.139
14.873430,-0.0117,-1.6822,-1.3637,2.166
14.877992,-0.0305,-1.6915,-1.4775,2.246
14.882528,0.0100,-1.6866,-1.5752,2.308
14.887375,0.0117,-1.6914,-1.6904,2.391
14.892549,0.0484,-1.6651,-1.8422,2.484
14.898043,0.0389,-1.6673,-1.9900,2.596
14.903686,0.0526,-1.6262,-2.1722,2.714
14.906140,0.0652,-1.6251,-2.3507,2.858
14.910855,0.0693,-1.5921,-2.4801,2.948
14.915839,0.1148,-1.5556,-2.5989,3.031
14.920175,0.1060,-1.5036,-2.7287,3.117
14.925506,0.1168,-1.4502,-2.8194,3.173
14.930035,0.1065,-1.3929,-2.8616,3.184
14.939501,0.1086,-1.3433,-2.8841,3.183
14.939968,0.1258,-1.2799,-2.8989,3.171
14.943757,0.1344,-1.2242,-2.9157,3.165
14.948293,0.1759,-1.1904,-2.9130,3.152
14.963770,0.1788,-1.1642,-2.8933,3.124
14.964260,0.2345,-1.1310,-2.8901,3.112
14.964509,0.2572,-1.0764,-2.9011,3.105
14.966971,0.3000,-1.0528,-2.9027,3.102
14.971723,0.2935,-1.0216,-2.8925,3.082
14.976240,0.2522,-0.9852,-2.8899,3.064
14.981771,0.1932,-0.9360,-2.8615,3.017
14.987796,0.1021,-0.8621,-2.8553,2.984
14.990242,0.0193,-0.8017,-2.8139,2.926
14.996275,-0.1221,-0.7403,-2.7709,2.871
15.000575,-0.2317,-0.6755,-2.6785,2.772
15.004288,-0.3551,-0.6050,-2.6084,2.701
15.009227,-0.4666,-0.5430,-2.5151,2.615
15.015120,-0.5547,-0.4634,-2.3748,2.482
15.023472,-0.5866,-0.3757,-2.1873,2.296
15.023774,-0.6318,-0.2967,-2.0173,2.135
15.027911,-0.6186,-0.2024,-1.8409,1.953
15.032193,-0.5970,-0.1265,-1.6580,1.767
15.038686,-0.5667,-0.0665,-1.4471,1.556
15.041748,-0.5518,0.0062,-1.1915,1.313
15.047058,-0.5305,0.1011,-0.9414,1.085
15.053680,-0.4766,0.1607,-0.6274,0.804
15.056481,-0.4188,0.2447,-0.3498,0.598
15.060457,-0.3262,0.3100,-0.0346,0.451
15.064981,-0.2157,0.3302,0.3088,0.501
15.069892,-0.0662,0.3699,0.6614,0.761
15.076196,0.1250,0.3835,0.9466,1.029
15.080182,0.2865,0.4335,1.2145,1.321
15.084328,0.4094,0.4959,1.4891,1.622
15.092779,0.5611,0.5707,1.7414,1.917
15.093135,0.6587,0.6772,2.0097,2.221
15.098496,0.7652,0.7245,2.2197,2.457
15.102617,0.8787,0.7798,2.4142,2.685
15.107248,0.9880,0.8312,2.5788,2.884
15.112109,1.0722,0.8286,2.7157,3.035
15.116709,1.1484,0.8346,2.8510,3.185
15.121763,1.2196,0.8467,2.9368,3.291
15.125820,1.2477,0.8987,2.9920,3.364
15.130754,1.2710,0.9596,3.0764,3.464
15.139497,1.2388,1.0366,3.1517,3.542
15.139819,1.2149,1.0822,3.2562,3.640
15.145060,1.2009,1.1467,3.3230,3.715
15.149887,1.2156,1.2062,3.4047,3.811
15.156135,1.2775,1.2464,3.5062,3.934
15.158998,1.3575,1.2600,3.6135,4.061
15.163058,1.4741,1.2442,3.7554,4.222
15.168608,1.6296,1.1797,3.8605,4.353
15.173267,1.7909,1.1380,3.9768,4.507
15.177748,1.9155,1.0944,4.0902,4.647
15.182981,2.0325,1.0819,4.2131,4.801
15.186752,2.1188,1.0640,4.3003,4.911
15.191267,2.1464,1.0760,4.3139,4.937
15.196337,2.1922,1.0697,4.2661,4.914
15.203736,2.2587,1.0425,4.1691,4.855
15.205464,2.2974,1.0135,4.0375,4.755
15.209981,2.2856,0.9421,3.8594,4.583
15.216595,2.2218,0.8404,3.6684,4.370
15.220063,2.0974,0.7158,3.5267,4.165
15.224305,1.8965,0.6116,3.3961,3.938
15.229133,1.6443,0.4726,3.2860,3.705
15.233539,1.4093,0.3370,3.2372,3.547
15.238043,1.2243,0.1835,3.1970,3.428
15.242811,1.0604,0.0380,3.1702,3.343
15.247543,1.0107,-0.1115,3.1568,3.316
15.252959,1.0060,-0.2772,3.1090,3.279
15.257902,1.0733,-0.4401,3.0556,3.268
15.262560,1.1989,-0.6530,2.9919,3.289
15.266114,1.3457,-0.7915,2.8581,3.257
15.270698,1.4792,-0.9252,2.7043,3.218
15.276627,1.6386,-1.0348,2.5019,3.165
15.281133,1.7868,-1.0965,2.2174,3.051
15.287625,1.9219,-1.1027,1.8673,2.898
15.289551,2.0635,-1.1153,1.4682,2.767
15.295809,2.1616,-1.0694,1.0177,2.618
15.298776,2.2569,-1.0316,0.5537,2.542
15.303858,2.3155,-0.9750,0.0738,2.514
15.308908,2.3468,-0.9161,-0.3866,2.549
15.312852,2.3456,-0.8544,-0.8226,2.628
15.319488,2.3356,-0.7802,-1.2371,2.756
15.322762,2.2952,-0.7578,-1.6228,2.911
15.327310,2.2073,-0.7726,-1.9728,3.060
15.332599,2.1196,-0.7860,-2.2729,3.206
15.339607,2.0128,-0.8196,-2.5399,3.343
15.340965,1.8772,-0.8804,-2.7834,3.471
15.345752,1.7293,-0.9324,-2.9438,3.539
15.350376,1.5953,-0.9543,-3.1047,3.619
15.363115,1.4107,-0.9963,-3.2303,3.663
15.363529,1.2569,-1.0298,-3.3374,3.712
15.364704,1.1198,-1.0599,-3.4233,3.754
15.369189,0.9683,-1.1130,-3.4904,3.789
15.373897,0.8430,-1.1772,-3.5245,3.810
15.378360,0.7247,-1.2408,-3.5348,3.816
15.382948,0.6467,-1.2823,-3.5382,3.819
15.388643,0.5252,-1.3116,-3.5059,3.780
15.392362,0.4199,-1.3433,-3.4711,3.746
15.397503,0.3283,-1.3345,-3.4315,3.696
15.404022,0.2239,-1.3286,-3.3797,3.638
15.406807,0.1689,-1.3041,-3.3347,3.585
15.411428,0.1203,-1.2614,-3.2797,3.516
15.416081,0.1042,-1.2412,-3.2601,3.490
15.420611,0.1063,-1.2267,-3.2543,3.479
15.425742,0.1171,-1.2158,-3.2240,3.448
15.430296,0.1603,-1.1627,-3.2075,3.416
15.439684,0.2146,-1.1058,-3.2216,3.413
15.440211,0.2013,-1.0545,-3.2448,3.418
15.443832,0.2116,-1.0134,-3.2485,3.409
15.448416,0.1906,-0.9587,-3.2542,3.398
15.463031,0.1601,-0.9186,-3.2645,3.395
15.463369,0.1080,-0.8358,-3.2532,3.361
15.463579,0.0177,-0.7723,-3.2442,3.335
15.467667,-0.0366,-0.7207,-3.2401,3.320
15.471969,-0.1313,-0.6426,-3.2099,3.276
15.477343,-0.2164,-0.5833,-3.1297,3.191
15.481996,-0.3084,-0.5476,-3.0428,3.107
15.487702,-0.3524,-0.4636,-2.9944,3.051
15.490787,-0.4009,-0.4078,-2.9034,2.959
15.496784,-0.4465,-0.3469,-2.7889,2.846
15.499882,-0.4725,-0.2736,-2.6701,2.725
15.505783,-0.4959,-0.1857,-2.5134,2.569
15.510082,-0.5573,-0.0833,-2.3666,2.433
15.515057,-0.5828,-0.0121,-2.1482,2.226
15.522499,-0.6542,0.1161,-1.9037,2.016
15.523345,-0.6638,0.2150,-1.6616,1.802
15.528253,-0.6833,0.3320,-1.4456,1.633
15.533030,-0.6598,0.4239,-1.2364,1.464
15.541936,-0.6382,0.4787,-1.0603,1.327
15.542360,-0.6396,0.5536,-0.9290,1.256
15.547670,-0.6253,0.6296,-0.8260,1.212
15.551816,-0.6214,0.7189,-0.7727,1.225
15.556671,-0.6135,0.8003,-0.7358,1.248
15.560648,-0.6426,0.9053,-0.7276,1.327
15.566774,-0.6897,0.9650,-0.7291,1.392
15.570309,-0.7388,1.0398,-0.6999,1.455
15.576421,-0.8047,1.1107,-0.6236,1.507
15.579840,-0.8591,1.1158,-0.5242,1.503
15.585171,-0.8928,1.1008,-0.3922,1.471
15.588924,-0.9321,1.0824,-0.2110,1.444
15.593572,-1.0032,1.0440,0.0003,1.448
15.598130,-1.0721,1.0283,0.2655,1.509
15.603847,-1.1189,1.0640,0.5321,1.633
15.608120,-1.2146,1.1006,0.7906,1.820
15.612564,-1.3083,1.1643,1.0316,2.033
15.617798,-1.3612,1.2167,1.2145,2.193
15.621659,-1.4310,1.2504,1.4016,2.361
15.626081,-1.4918,1.3135,1.5524,2.522
15.631310,-1.5399,1.3507,1.6907,2.656
15.635946,-1.5619,1.4316,1.8237,2.795
15.642012,-1.5755,1.5488,1.9418,2.941
15.645129,-1.5383,1.6808,2.0500,3.065
15.649836,-1.4580,1.8324,2.1552,3.182
15.666581,-1.3754,1.9867,2.2553,3.305
15.666972,-1.2955,2.1150,2.3955,3.448
15.667248,-1.1615,2.2388,2.5855,3.612
15.669992,-0.9685,2.3245,2.7655,3.740
15.673068,-0.7046,2.3985,2.8949,3.825
15.677641,-0.3654,2.4155,3.0477,3.906
15.683136,0.0490,2.3639,3.2023,3.981
15.688030,0.4830,2.2465,3.3800,4.087
15.692302,0.8842,2.0778,3.5974,4.247
15.697483,1.1957,1.8533,3.8402,4.428
15.700849,1.3686,1.6064,4.1322,4.640
15.705864,1.4671,1.3655,4.4211,4.854
15.710681,1.3878,1.0966,4.7668,5.084
15.716114,1.1948,0.8015,5.0455,5.247
15.724372,0.9399,0.4962,5.3220,5.427
15.724937,0.5455,0.1657,5.5082,5.538
15.729269,0.1054,-0.1309,5.5880,5.591
15.733993,-0.3228,-0.4109,5.5330,5.558
15.747309,-0.9075,-0.6388,5.3986,5.511
15.747783,-1.4513,-0.8269,5.1539,5.418
15.747995,-1.9081,-0.9513,4.8757,5.321
15.752649,-2.2725,-1.0240,4.4873,5.133
15.756947,-2.4917,-1.0372,4.0293,4.850
15.763018,-2.5698,-1.0574,3.5779,4.530
15.767484,-2.5468,-1.0383,3.0967,4.142
15.771288,-2.4739,-0.9457,2.6499,3.747
15.776485,-2.3729,-0.7577,2.2180,3.335
15.780852,-2.2319,-0.5597,1.8364,2.944
15.787177,-2.0768,-0.3630,1.4928,2.583
15.790568,-1.8354,-0.2320,1.1869,2.198
15.795538,-1.5143,-0.1422,0.9162,1.776
15.799035,-1.1506,-0.1436,0.6710,1.340
15.804811,-0.7266,-0.2000,0.4822,0.895
15.809299,-0.3182,-0.2656,0.3232,0.526
15.813884,0.0779,-0.3308,0.1965,0.393
15.818012,0.3381,-0.4052,0.1425,0.547
15.823575,0.5470,-0.4341,0.1376,0.712
15.827099,0.6550,-0.4563,0.1173,0.807
15.832412,0.7175,-0.5153,0.1488,0.896
15.841169,0.7302,-0.5756,0.1654,0.944
15.841656,0.6693,-0.6568,0.1578,0.951
15.845996,0.5873,-0.7186,0.1287,0.937
15.850655,0.5174,-0.7783,0.0950,0.939
15.863428,0.3972,-0.8528,0.0114,0.941
15.863783,0.2886,-0.9209,-0.1098,0.971
15.865072,0.1961,-0.9613,-0.2566,1.014
15.869796,0.1146,-1.0028,-0.4122,1.090
15.875183,0.0698,-1.0433,-0.5644,1.188
15.878644,0.0517,-1.0660,-0.7324,1.294
15.884805,0.0456,-1.1236,-0.9018,1.441
15.888108,0.0701,-1.1516,-1.0940,1.590
15.893499,0.0819,-1.1691,-1.2614,1.722
15.898419,0.0949,-1.1880,-1.4468,1.874
15.902568,0.1186,-1.2227,-1.6193,2.033
15.906877,0.1669,-1.2085,-1.7884,2.165
15.911302,0.2018,-1.2483,-1.9280,2.306
15.915941,0.2328,-1.2390,-2.0524,2.409
15.924857,0.2838,-1.2668,-2.1688,2.528
15.925577,0.3239,-1.2838,-2.2868,2.642
15.930000,0.3652,-1.2972,-2.4040,2.756
15.948789,0.3933,-1.3667,-2.4845,2.863
15.949292,0.3845,-1.3895,-2.5596,2.938
15.949647,0.3676,-1.4398,-2.6672,3.053
15.949905,0.3403,-1.4936,-2.7478,3.146
15.954287,0.3097,-1.5149,-2.8134,3.210
15.958179,0.2877,-1.5563,-2.8783,3.285
15.963181,0.2168,-1.6009,-2.9019,3.321
15.968566,0.1760,-1.6224,-2.9201,3.345
15.972363,0.1650,-1.6304,-2.9498,3.374
15.977551,0.1527,-1.6463,-2.9478,3.380
15.982220,0.1392,-1.6532,-2.9692,3.401
15.987274,0.1583,-1.6250,-2.9758,3.394
15.991239,0.2005,-1.6403,-2.9988,3.424
15.996100,0.1898,-1.6034,-3.0069,3.413
16.001255,0.1645,-1.6054,-3.0267,3.430
16.004787,0.1656,-1.6124,-3.0604,3.463
16.010292,0.1642,-1.5957,-3.1010,3.491
16.015552,0.1603,-1.5551,-3.1367,3.505
16.019368,0.1371,-1.5240,-3.2034,3.550
16.023667,0.1378,-1.4807,-3.2628,3.586
16.028796,0.1553,-1.3794,-3.3393,3.616
16.033981,0.2065,-1.2772,-3.4208,3.657
16.040569,0.2130,-1.2025,-3.5293,3.735
16.042186,0.2636,-1.1069,-3.5838,3.760
16.047130,0.2892,-1.0236,-3.6203,3.773
16.063208,0.3402,-0.9261,-3.5818,3.715
16.063748,0.2948,-0.8978,-3.4804,3.606
16.063994,0.3136,-0.9053,-3.3688,3.502
16.065747,0.3179,-0.9365,-3.2447,3.392
16.070438,0.2671,-0.9890,-3.1032,3.268
16.075569,0.2187,-1.0511,-2.9205,3.112
16.079702,0.1179,-1.0945,-2.7584,2.970
16.085231,-0.0378,-1.1000,-2.6314,2.852
16.089217,-0.2175,-1.0585,-2.4626,2.689
16.094587,-0.4390,-0.9533,-2.2878,2.517
16.098901,-0.6341,-0.8612,-2.0615,2.322
16.105529,-0.8303,-0.7702,-1.8410,2.161
16.111332,-0.9283,-0.6921,-1.6119,1.985
16.112447,-1.0032,-0.6318,-1.3359,1.786
16.119087,-0.9741,-0.5701,-1.0275,1.526
16.125856,-0.8979,-0.4998,-0.7080,1.248
16.126716,-0.7282,-0.4448,-0.4184,0.950
16.131212,-0.5618,-0.3738,-0.1515,0.692
16.138013,-0.3690,-0.2820,0.1165,0.479
16.140412,-0.1724,-0.1910,0.3616,0.444
16.145387,0.0150,-0.0645,0.5548,0.559
16.149888,0.2609,0.0307,0.7177,0.764
16.170174,0.4583,0.1473,0.8741,0.998
16.170454,0.6261,0.2497,1.0501,1.248
16.170632,0.7375,0.3071,1.2409,1.476
16.170747,0.8256,0.3556,1.4297,1.689
16.173017,0.8943,0.3785,1.6621,1.925
16.177763,0.8404,0.4164,1.9526,2.166
16.183326,0.7541,0.4617,2.2940,2.459
16.189454,0.6539,0.4782,2.6868,2.806
16.192251,0.5109,0.5131,3.1073,3.191
16.196736,0.4059,0.5514,3.5248,3.591
16.201335,0.2716,0.6138,3.9947,4.051
16.206909,0.1817,0.6853,4.4433,4.499
16.211003,0.1411,0.7911,4.8279,4.894
16.215963,0.2020,0.9616,5.1752,5.268
16.223144,0.3263,1.0983,5.4473,5.566
16.224569,0.5404,1.2485,5.6299,5.792
16.229475,0.8255,1.3688,5.7449,5.963
16.235906,1.1104,1.4661,5.7875,6.073
16.239084,1.4054,1.5261,5.7890,6.149
16.244081,1.6513,1.5509,5.7157,6.148
16.248812,1.8850,1.6030,5.5821,6.106
16.252782,2.0092,1.6204,5.3737,5.961
16.257533,2.0147,1.6107,5.1071,5.722
16.262476,1.9631,1.5863,4.8444,5.462
16.266620,1.7743,1.5455,4.5709,5.141
16.272341,1.5261,1.4938,4.2819,4.785
16.276082,1.2724,1.3838,4.0175,4.436
16.280767,0.9838,1.2663,3.7467,4.075
16.286444,0.7193,1.1369,3.5313,3.779
16.290173,0.5213,1.0101,3.3785,3.565
16.296319,0.3987,0.8503,3.2618,3.394
16.299282,0.3487,0.7056,3.2335,3.328
16.305297,0.3850,0.5761,3.2577,3.331
16.308768,0.4767,0.4233,3.3510,3.411
16.313570,0.5647,0.2377,3.4491,3.503
16.319182,0.6570,0.0475,3.5996,3.659
16.322891,0.7880,-0.1571,3.7526,3.838
16.327819,0.9394,-0.3119,3.8794,4.004
16.332089,1.0927,-0.4557,3.9994,4.171
16.340541,1.2153,-0.6058,4.0937,4.313
16.341658,1.2936,-0.7171,4.1146,4.372
16.346370,1.3884,-0.8023,4.0432,4.350
16.351019,1.4762,-0.8806,3.8774,4.241
16.359916,1.5599,-0.9402,3.6244,4.056
16.360531,1.5869,-0.9957,3.3537,3.842
16.365699,1.6362,-1.0206,2.9818,3.551
16.372023,1.6957,-1.0197,2.5324,3.214
16.375695,1.7058,-1.0594,2.0678,2.882
16.379006,1.6928,-1.0464,1.5353,2.513
16.383533,1.6589,-1.0568,1.0161,2.214
16.389207,1.6326,-1.0854,0.4647,2.015
16.393231,1.5535,-1.0841,-0.0687,1.896
16.397943,1.4477,-1.1147,-0.6083,1.926
16.404656,1.3885,-1.1292,-1.0895,2.095
16.407644,1.2680,-1.1440,-1.5220,2.288
16.412221,1.1623,-1.1426,-1.8795,2.488
16.417424,1.0782,-1.1653,-2.2364,2.743
16.421351,0.9675,-1.1501,-2.5615,2.970
16.425788,0.9062,-1.1402,-2.8260,3.179
16.430862,0.8344,-1.1331,-3.0828,3.389
16.436572,0.7903,-1.1147,-3.3245,3.594
16.442619,0.7642,-1.1065,-3.5368,3.784
16.444469,0.7151,-1.0775,-3.7340,3.952
16.448913,0.7053,-1.0444,-3.9187,4.116
16.469665,0.6844,-0.9928,-4.0908,4.265
16.470201,0.6764,-0.9513,-4.2552,4.412
16.470366,0.6884,-0.9127,-4.4214,4.567
16.470541,0.6917,-0.8553,-4.5609,4.692
16.472562,0.6889,-0.8196,-4.7026,4.823
16.477649,0.7086,-0.7574,-4.8177,4.928
16.482853,0.7079,-0.7069,-4.9470,5.047
16.486753,0.7515,-0.6488,-5.0310,5.128
16.491211,0.7273,-0.6306,-5.1080,5.198
16.496451,0.7262,-0.5853,-5.1637,5.247
16.501727,0.6837,-0.5053,-5.2175,5.286
16.505746,0.6450,-0.4381,-5.2599,5.317
16.510441,0.5887,-0.3861,-5.2338,5.281
16.516142,0.5599,-0.3132,-5.1608,5.200
16.520177,0.4987,-0.2478,-5.1128,5.143
16.523947,0.4506,-0.1731,-4.9894,5.013
16.529236,0.3724,-0.1226,-4.8291,4.845
16.534222,0.3098,-0.0270,-4.6295,4.640
16.542148,0.2198,0.0133,-4.4144,4.420
16.542599,0.1508,0.0625,-4.1456,4.149
16.547278,0.1079,0.1324,-3.8588,3.863
16.552059,0.0889,0.1701,-3.5300,3.535
16.559480,0.0631,0.2039,-3.2045,3.212
16.561643,0.0523,0.2405,-2.8700,2.881
16.565828,0.0327,0.2889,-2.5240,2.541
16.572407,-0.0148,0.3274,-2.2237,2.248
16.576165,-0.0781,0.3937,-1.9662,2.007
16.579980,-0.1693,0.4397,-1.7253,1.788
16.584568,-0.2719,0.5106,-1.5175,1.624
16.590683,-0.4388,0.5942,-1.2900,1.486
16.596210,-0.5339,0.6857,-1.1121,1.411
16.599169,-0.6889,0.7707,-1.0053,1.442
16.605181,-0.7866,0.8543,-0.9243,1.484
16.608474,-0.7817,0.9654,-0.8715,1.517
16.613129,-0.7386,1.0399,-0.8351,1.525
16.617461,-0.6717,1.0853,-0.7938,1.503
16.623753,-0.5741,1.1667,-0.7503,1.501
16.626868,-0.4653,1.1819,-0.6689,1.436
16.632591,-0.3669,1.2339,-0.5763,1.410
16.637237,-0.2907,1.2680,-0.4724,1.384
16.642588,-0.2223,1.3154,-0.3480,1.379
16.645483,-0.1852,1.3380,-0.1910,1.364
16.650215,-0.1935,1.3619,0.0296,1.376
16.658921,-0.2423,1.4012,0.2828,1.450
16.660229,-0.3148,1.4128,0.5519,1.549
16.663947,-0.4420,1.4273,0.8466,1.717
16.670009,-0.5283,1.4230,1.1312,1.893
16.673622,-0.6578,1.4186,1.4156,2.109
16.678424,-0.7589,1.3971,1.6878,2.319
16.683704,-0.8103,1.3488,1.9194,2.482
16.690333,-0.7957,1.3310,2.1079,2.617
16.692938,-0.7272,1.3223,2.2655,2.722
16.698338,-0.6909,1.3034,2.4255,2.839
16.702691,-0.6386,1.2959,2.5523,2.933
16.706261,-0.6059,1.2972,2.6649,3.025
16.711395,-0.5638,1.3219,2.7443,3.098
16.716843,-0.5335,1.4009,2.8143,3.189
16.720460,-0.5124,1.4603,2.8415,3.236
16.726409,-0.4813,1.5312,2.8784,3.296
16.729566,-0.4569,1.6162,2.8748,3.329
16.735807,-0.4081,1.7011,2.8472,3.342
16.742928,-0.3327,1.7526,2.8220,3.339
16.744196,-0.2355,1.8019,2.7776,3.319
16.748140,-0.0933,1.8399,2.7401,3.302
16.755058,0.0335,1.8498,2.7238,3.293
16.758237,0.1755,1.8009,2.7428,3.286
16.762287,0.3418,1.7222,2.7946,3.300
16.767985,0.4966,1.6305,2.8576,3.327
16.773196,0.5804,1.4828,2.9749,3.374
16.776775,0.5799,1.3243,3.1082,3.428
16.781632,0.4724,1.1453,3.2265,3.456
16.785848,0.2975,0.9311,3.3278,3.468
16.790828,0.0822,0.7079,3.3977,3.472
16.795686,-0.1782,0.4943,3.4701,3.510
16.800352,-0.4837,0.3092,3.4995,3.546
16.806588,-0.7869,0.1429,3.4598,3.551
16.809028,-1.0646,-0.0094,3.3871,3.551
16.814454,-1.2983,-0.1193,3.2623,3.513
16.820033,-1.4362,-0.2033,3.0782,3.403
16.823434,-1.5388,-0.2946,2.8730,3.272
16.827907,-1.5372,-0.3666,2.6585,3.093
16.833379,-1.4799,-0.4262,2.4201,2.869
16.841376,-1.3982,-0.4896,2.2294,2.677
16.841893,-1.3519,-0.5591,2.0646,2.530
16.846654,-1.2618,-0.5793,1.9185,2.368
16.851187,-1.1849,-0.6004,1.8147,2.249
16.868916,-1.1254,-0.6198,1.7317,2.156
16.869306,-1.0490,-0.6831,1.6479,2.069
16.869447,-0.9313,-0.7757,1.5801,1.991
16.871069,-0.8031,-0.8716,1.5355,1.940
16.876045,-0.6260,-0.9947,1.4997,1.905
16.879479,-0.5312,-1.0973,1.4514,1.895
16.884753,-0.3581,-1.2228,1.3524,1.858
16.890248,-0.2118,-1.3043,1.2556,1.823
16.893506,-0.0655,-1.3758,1.1275,1.780
16.897997,0.0352,-1.4111,0.9827,1.720
16.904053,0.1095,-1.4820,0.8212,1.698
16.908289,0.1813,-1.5196,0.6648,1.669
16.912173,0.2477,-1.5860,0.4992,1.681
16.917640,0.2919,-1.6194,0.3053,1.674
16.925539,0.3254,-1.6676,0.0929,1.702
16.926050,0.3409,-1.7308,-0.1141,1.768
16.930730,0.3668,-1.7685,-0.3490,1.840
16.935590,0.3765,-1.8191,-0.5449,1.936
16.943049,0.3508,-1.8444,-0.7590,2.025
16.945194,0.3515,-1.8851,-0.9675,2.148
16.949440,0.3451,-1.9079,-1.1511,2.255
16.955860,0.3577,-1.9152,-1.3242,2.356
16.959138,0.3583,-1.9456,-1.5465,2.511
16.963256,0.3492,-1.9557,-1.7654,2.658
16.969001,0.3925,-1.9600,-1.9546,2.796
16.974152,0.3807,-1.9390,-2.2052,2.961
16.977510,0.3640,-1.9358,-2.4812,3.168
16.982568,0.3541,-1.9286,-2.6871,3.326
16.986924,0.2981,-1.9292,-2.9235,3.515
16.991361,0.2481,-1.8991,-3.1163,3.658
16.996872,0.2036,-1.8930,-3.2707,3.784
17.001442,0.1212,-1.8391,-3.4416,3.904
17.007081,0.0818,-1.7992,-3.5719,4.000
17.010062,0.0611,-1.7446,-3.6592,4.054
17.016622,0.0204,-1.6893,-3.6943,4.062
17.019516,0.0003,-1.6287,-3.7392,4.079
17.024246,-0.0037,-1.5746,-3.7320,4.051
17.029372,-0.0300,-1.5127,-3.6701,3.970
17.034095,-0.0448,-1.4361,-3.5417,3.822
17.042914,-0.0645,-1.3858,-3.3967,3.669
17.043315,-0.0838,-1.3381,-3.2208,3.489
17.047663,-0.1047,-1.2744,-3.0614,3.318
17.052373,-0.1056,-1.2068,-2.8396,3.087
17.060055,-0.1006,-1.1575,-2.6364,2.881
17.061740,-0.0709,-1.1123,-2.4469,2.689
17.065975,-0.0332,-1.0451,-2.2948,2.522
17.072514,-0.0139,-0.9800,-2.1704,2.381
17.076255,0.0924,-0.8980,-2.0928,2.279
17.080736,0.1540,-0.7895,-2.0236,2.178
17.084799,0.2404,-0.6854,-1.9700,2.100
17.089988,0.3184,-0.5878,-1.9107,2.024
17.096006,0.3788,-0.4968,-1.8743,1.976
17.099620,0.3982,-0.4335,-1.8371,1.929
17.104622,0.4084,-0.3332,-1.8254,1.900
17.108686,0.3743,-0.2531,-1.8609,1.915
17.113353,0.3277,-0.2023,-1.8888,1.928
17.117816,0.2524,-0.1876,-1.9332,1.959
17.126189,0.1728,-0.1083,-1.9345,1.945
17.131247,0.0604,-0.0406,-1.9576,1.959
17.131924,-0.0515,-0.0006,-2.0124,2.013
17.136784,-0.1990,0.0721,-2.0585,2.069
17.157770,-0.3777,0.1562,-2.0962,2.136
17.158042,-0.5837,0.2187,-2.0491,2.142
17.158209,-0.7772,0.2598,-1.9534,2.118
17.158300,-0.9686,0.3132,-1.7804,2.051
17.161799,-1.1711,0.3548,-1.5302,1.959
17.164252,-1.3209,0.4228,-1.2170,1.845
17.169123,-1.3970,0.4570,-0.8621,1.704
17.174223,-1.3949,0.4499,-0.5037,1.550
17.178521,-1.3094,0.4177,-0.1437,1.382
17.182931,-1.1978,0.3745,0.2179,1.274
17.187860,-1.0544,0.3342,0.5264,1.225
17.192809,-0.8499,0.3490,0.8395,1.245
17.197866,-0.6886,0.4139,1.0831,1.349
17.202821,-0.5314,0.4616,1.2214,1.410
17.207322,-0.3342,0.5328,1.3310,1.472
17.211833,-0.1015,0.5607,1.3448,1.460
17.215951,0.1074,0.5647,1.3321,1.451
17.221018,0.3308,0.5690,1.3286,1.483
17.226274,0.5925,0.5524,1.2647,1.502
17.230138,0.7919,0.5155,1.1904,1.520
17.236506,0.9501,0.4707,1.1272,1.548
17.251948,1.0601,0.4303,1.0507,1.553
17.252379,1.1311,0.4307,1.0204,1.583
17.252571,1.1202,0.4340,1.0840,1.618
17.253565,1.0532,0.4308,1.2055,1.658
17.258242,0.9322,0.3853,1.3775,1.707
17.263416,0.8022,0.3309,1.6290,1.846
17.267144,0.6605,0.2602,1.9122,2.040
17.273678,0.5383,0.2133,2.2105,2.285
17.276683,0.4929,0.1947,2.5052,2.561
17.281229,0.4503,0.1799,2.7797,2.822
17.287037,0.4773,0.1658,3.0752,3.116
17.290708,0.5450,0.2309,3.3798,3.431
17.295643,0.6824,0.3386,3.6364,3.715
17.299960,0.8611,0.4168,3.8694,3.986
17.307390,1.0241,0.4767,4.0454,4.200
17.310130,1.2081,0.5585,4.1551,4.363
17.315736,1.3631,0.6165,4.2227,4.480
17.318612,1.4940,0.6360,4.2267,4.528
17.324747,1.5842,0.6384,4.1555,4.493
17.328325,1.6019,0.6718,4.0760,4.431
17.332759,1.5249,0.6953,3.9691,4.308
17.342321,1.3835,0.7381,3.8157,4.125
17.342844,1.2005,0.7692,3.6708,3.938
