time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001975,0.3962,-0.1854,-0.7194,0.842
0.003574,0.4222,-0.2260,-0.7927,0.926
0.008509,0.4340,-0.2562,-0.8352,0.975
0.016333,0.4238,-0.2567,-0.8684,1.000
0.017672,0.3986,-0.2250,-0.8948,1.005
0.022624,0.3536,-0.1682,-0.9168,0.997
0.027051,0.3030,-0.0888,-0.9344,0.986
0.031626,0.2588,0.0035,-0.9404,0.975
0.036074,0.2036,0.1016,-0.9349,0.962
0.040649,0.1491,0.1981,-0.9249,0.958
0.046212,0.0925,0.2835,-0.9128,0.960
0.050352,0.0433,0.3532,-0.9059,0.973
0.054746,-0.0062,0.4024,-0.9185,1.003
0.059672,-0.0539,0.4410,-0.9554,1.054
0.064242,-0.0898,0.4645,-1.0096,1.115
0.068838,-0.1162,0.4729,-1.0761,1.181
0.073334,-0.1302,0.4855,-1.1455,1.251
0.078240,-0.1289,0.4879,-1.2035,1.305
0.082987,-0.1167,0.4946,-1.2356,1.336
0.087540,-0.1050,0.5031,-1.2325,1.335
0.092186,-0.0931,0.5105,-1.1843,1.293
0.097208,-0.0898,0.5166,-1.0934,1.213
0.101552,-0.0923,0.5208,-0.9694,1.104
0.106202,-0.0950,0.5252,-0.8215,0.980
0.110768,-0.0876,0.5197,-0.6762,0.857
0.115545,-0.0599,0.4947,-0.5573,0.748
0.120182,-0.0220,0.4631,-0.4602,0.653
0.124928,0.0145,0.4134,-0.5149,0.660
0.130851,0.0244,0.4202,-0.5634,0.703
0.134242,0.0044,0.4611,-0.5698,0.733
0.139398,-0.0434,0.5309,-0.5648,0.776
0.143592,-0.0995,0.6315,-0.5435,0.839
0.148442,-0.1558,0.7555,-0.5394,0.941
0.152834,-0.2022,0.8791,-0.5454,1.054
0.157645,-0.2338,0.9952,-0.5661,1.169
0.163123,-0.2414,1.0851,-0.5897,1.258
0.166940,-0.2135,1.1442,-0.6161,1.317
0.171658,-0.1701,1.1753,-0.6407,1.349
0.176580,-0.1092,1.1737,-0.6537,1.348
0.181136,-0.0449,1.1580,-0.6550,1.331
0.185661,0.0183,1.1539,-0.6444,1.322
0.190375,0.0665,1.1489,-0.6218,1.308
0.195075,0.1123,1.1519,-0.5966,1.302
0.199880,0.1467,1.1528,-0.5495,1.285
0.204508,0.1700,1.1628,-0.4660,1.264
0.209000,0.1876,1.1766,-0.3581,1.244
0.213745,0.1857,1.1815,-0.2330,1.218
0.218895,0.1651,1.1817,-0.0713,1.195
0.222980,0.1288,1.1813,0.1149,1.194
0.227913,0.0869,1.1749,0.3066,1.217
0.232707,0.0654,1.1548,0.5037,1.262
0.237249,0.0854,1.1136,0.6896,1.313
0.241718,0.1483,1.0513,0.8476,1.359
0.247408,0.2409,0.9367,0.9562,1.360
0.251172,0.3543,0.8033,1.0584,1.375
0.256056,0.4874,0.6656,1.1448,1.411
0.260583,0.6015,0.5422,1.2417,1.482
0.265275,0.6784,0.4496,1.3395,1.567
0.269794,0.7311,0.3849,1.4310,1.652
0.274559,0.7703,0.3289,1.5042,1.722
0.279751,0.8090,0.2694,1.5544,1.773
0.284064,0.8524,0.1851,1.5887,1.812
0.288498,0.9052,0.0665,1.6072,1.846
0.293263,0.9643,-0.0720,1.6075,1.876
0.298072,1.0200,-0.2278,1.5872,1.900
0.302633,1.0696,-0.3863,1.5537,1.925
0.307097,1.1128,-0.5331,1.5140,1.953
0.313356,1.1427,-0.6539,1.4683,1.972
0.316674,1.1622,-0.7416,1.4095,1.972
0.321212,1.1765,-0.7863,1.3400,1.949
0.325896,1.1660,-0.7829,1.2670,1.891
0.331795,1.1391,-0.7355,1.1904,1.804
0.335282,1.1138,-0.6531,1.0983,1.695
0.340072,1.0937,-0.5444,0.9881,1.571
0.345015,1.0953,-0.4279,0.8526,1.452
0.349632,1.1282,-0.3174,0.6941,1.362
0.353838,1.1929,-0.2170,0.5196,1.319
0.358617,1.2854,-0.1309,0.3268,1.333
0.363225,1.3920,-0.0610,0.1177,1.398
0.368108,1.4964,-0.0088,-0.0958,1.499
0.372701,1.6035,0.0331,-0.3138,1.634
0.377517,1.7011,0.0583,-0.5246,1.781
0.382060,1.7772,0.0697,-0.7212,1.919
0.386780,1.8356,0.0722,-0.9038,2.047
0.391308,1.8805,0.0662,-1.0700,2.165
0.396736,1.8922,0.0423,-1.2297,2.257
0.400921,1.8691,-0.0043,-1.3709,2.318
0.407844,1.8232,-0.0689,-1.4890,2.355
0.409947,1.7403,-0.1400,-1.5839,2.357
0.414864,1.6309,-0.2205,-1.6507,2.331
0.419439,1.5064,-0.2942,-1.6868,2.281
0.424233,1.3747,-0.3497,-1.7090,2.221
0.431288,1.2587,-0.4040,-1.7240,2.172
0.433438,1.1706,-0.4549,-1.7318,2.139
0.438165,1.0921,-0.4951,-1.7181,2.095
0.443023,1.0181,-0.5121,-1.6687,2.021
0.447543,0.9506,-0.4990,-1.6828,1.996
0.452435,0.9076,-0.4606,-1.7492,2.024
0.456773,0.8722,-0.4293,-1.7873,2.035
0.463392,0.8170,-0.4061,-1.7035,1.932
0.466281,0.7236,-0.3957,-1.4803,1.695
0.470905,0.5987,-0.4000,-1.1865,1.388
0.475937,0.4508,-0.4223,-0.9125,1.102
0.480380,0.3049,-0.4579,-0.7204,0.906
0.485190,0.1671,-0.5067,-0.6103,0.811
0.489429,0.0282,-0.5514,-0.5510,0.780
0.494217,-0.1198,-0.5754,-0.4898,0.765
0.499132,-0.2738,-0.5813,-0.4004,0.757
0.503528,-0.4161,-0.5768,-0.2922,0.769
0.508394,-0.5334,-0.5577,-0.1745,0.791
0.513332,-0.6188,-0.5317,-0.0592,0.818
0.517624,-0.6671,-0.4971,0.0515,0.834
0.522138,-0.6858,-0.4494,0.1602,0.835
0.527066,-0.6801,-0.3939,0.2598,0.828
0.531877,-0.6552,-0.3357,0.3504,0.815
0.536633,-0.6139,-0.2747,0.4176,0.792
0.541182,-0.5704,-0.2133,0.4710,0.770
0.546534,-0.5131,-0.1540,0.5130,0.742
0.550324,-0.4445,-0.1039,0.5627,0.725
0.555082,-0.3482,-0.0677,0.6105,0.706
0.559630,-0.2433,-0.0528,0.6469,0.693
0.564337,-0.1230,-0.0469,0.6695,0.682
0.569158,-0.0018,-0.0594,0.6735,0.676
0.574030,0.1155,-0.0949,0.6492,0.666
0.579696,0.2124,-0.1480,0.6014,0.655
0.583896,0.3016,-0.2111,0.5346,0.649
0.588475,0.3836,-0.2721,0.4538,0.654
0.592455,0.4615,-0.3285,0.3780,0.681
0.597771,0.5310,-0.3802,0.3120,0.724
0.602686,0.5877,-0.4226,0.2534,0.767
0.606900,0.6371,-0.4627,0.1926,0.811
0.611851,0.6751,-0.5100,0.1105,0.853
0.615942,0.6992,-0.5595,0.0189,0.896
0.620626,0.6944,-0.6159,-0.0630,0.930
0.625809,0.6550,-0.6774,-0.1254,0.951
0.634645,0.5855,-0.7368,-0.1756,0.957
0.635070,0.4783,-0.8017,-0.2277,0.961
0.639241,0.3426,-0.8721,-0.2841,0.979
0.643915,0.1904,-0.9267,-0.3638,1.014
0.655844,0.0435,-0.9578,-0.4740,1.070
0.656125,-0.0979,-0.9606,-0.6149,1.145
0.657861,-0.2386,-0.9373,-0.7624,1.232
0.663129,-0.3833,-0.8905,-0.9022,1.324
0.667514,-0.5322,-0.8372,-1.0222,1.424
0.672237,-0.6847,-0.7825,-1.1223,1.530
0.676593,-0.8446,-0.7435,-1.2024,1.647
0.681441,-1.0059,-0.7178,-1.2698,1.772
0.686070,-1.1627,-0.7150,-1.3222,1.900
0.690847,-1.3140,-0.7234,-1.3548,2.021
0.695315,-1.4544,-0.7407,-1.3772,2.136
0.700055,-1.5621,-0.7670,-1.3917,2.228
0.704526,-1.6323,-0.7929,-1.4081,2.297
0.709344,-1.6509,-0.8038,-1.4549,2.343
0.714099,-1.6257,-0.7898,-1.5395,2.374
0.719051,-1.5648,-0.7527,-1.6523,2.397
0.723473,-1.4981,-0.6874,-1.7815,2.427
0.727940,-1.4509,-0.5979,-1.9201,2.480
0.735907,-1.4436,-0.5077,-2.0369,2.548
0.737750,-1.4787,-0.4382,-2.1226,2.624
0.742033,-1.5593,-0.4058,-2.1798,2.711
0.747470,-1.6675,-0.4317,-2.2234,2.813
0.751517,-1.7922,-0.5200,-2.2493,2.923
0.756019,-1.8979,-0.6345,-2.2291,2.996
0.760696,-1.9726,-0.7443,-2.1436,3.007
0.765533,-2.0020,-0.8208,-2.0042,2.949
0.770128,-1.9856,-0.8597,-1.8130,2.823
0.774686,-1.9559,-0.8658,-1.5718,2.654
0.780884,-1.9393,-0.8489,-1.2734,2.470
0.784253,-1.8995,-0.8208,-0.9153,2.263
0.789057,-1.7829,-0.8103,-0.4903,2.019
0.793490,-1.5365,-0.8389,0.0235,1.751
0.798366,-1.1424,-0.8995,0.6335,1.586
0.802957,-0.6214,-0.9685,1.3422,1.768
0.807534,-0.0134,-1.0275,2.1354,2.370
0.812241,0.6549,-1.0730,2.9941,3.247
0.816967,1.3642,-1.1280,3.8944,4.278
0.821608,2.1064,-1.2132,4.8150,5.394
0.826179,2.8536,-1.2916,5.7371,6.537
0.833846,3.5642,-1.3541,6.6060,7.627
0.836180,4.2484,-1.3881,7.3430,8.596
0.840470,4.8245,-1.3569,7.8859,9.344
0.844862,5.2675,-1.2522,8.2734,9.888
0.849835,5.6205,-1.1115,8.5136,10.262
0.854169,5.8728,-0.9673,8.5783,10.441
0.858753,5.9108,-0.8185,8.5462,10.423
0.864214,5.7361,-0.6687,8.3773,10.175
0.868415,5.3062,-0.4945,8.1580,9.744
0.873236,4.6196,-0.2656,7.9702,9.216
0.877688,3.7985,0.0222,7.7713,8.650
0.882623,2.9331,0.3771,7.5733,8.130
0.887153,1.9955,0.8649,7.0784,7.405
0.891984,0.9616,1.6099,6.1062,6.388
0.897678,-0.1412,2.5078,5.1844,5.761
0.901076,-1.2544,3.4461,4.6465,5.919
0.906172,-2.2777,4.3329,4.2621,6.491
0.910977,-3.0138,4.9380,3.9445,7.002
0.918385,-3.3435,5.0727,3.7292,7.129
0.920280,-3.3709,4.8553,3.5959,6.919
0.924773,-3.2585,4.5565,3.6005,6.659
0.929442,-3.0291,4.3491,3.8099,6.527
0.934172,-2.7809,4.2091,4.1473,6.531
0.938359,-2.5196,4.1083,4.5714,6.643
0.943043,-2.2119,4.0037,5.1481,6.887
0.952744,-1.8405,3.8729,5.8593,7.261
0.953268,-1.4258,3.7031,6.6916,7.780
0.957066,-1.0140,3.5009,7.6008,8.430
0.962026,-0.6979,3.2809,8.5233,9.160
0.966526,-0.5490,3.0683,9.3881,9.892
0.971092,-0.5740,2.8723,10.1046,10.521
0.976194,-0.5793,2.6567,10.5055,10.852
0.981075,-0.2665,2.3003,10.5021,10.754
0.985412,-0.0762,2.0136,10.3265,10.521
0.989919,0.0169,1.8968,9.7484,9.931
0.995174,0.0465,1.8839,8.8558,9.054
0.999430,0.0640,1.8828,7.7012,7.928
1.004186,0.0937,1.8589,6.3271,6.595
1.008529,0.1255,1.7987,4.7877,5.116
1.014641,0.1396,1.7154,3.1539,3.593
1.018112,0.1393,1.6166,1.5037,2.212
1.022630,0.1107,1.5190,-0.0750,1.525
1.027139,0.0647,1.4212,-1.5447,2.100
1.034206,-0.0003,1.3046,-2.8626,3.146
1.036647,-0.0629,1.1379,-3.9861,4.146
1.041351,-0.0950,0.8964,-4.8886,4.971
1.046336,-0.0775,0.5977,-5.5748,5.607
1.056258,-0.0226,0.2735,-6.0563,6.062
1.056587,0.0544,-0.0540,-6.3517,6.352
1.060197,0.1473,-0.3791,-6.5058,6.519
1.064539,0.2479,-0.7105,-6.5684,6.611
1.069507,0.3528,-1.0539,-6.5699,6.663
1.074269,0.4637,-1.4126,-6.5433,6.710
1.078869,0.5899,-1.7747,-6.5361,6.798
1.083481,0.7294,-2.1141,-6.5744,6.944
1.088227,0.8589,-2.4183,-6.6603,7.138
1.093480,0.9642,-2.6867,-6.7963,7.371
1.099933,1.0433,-2.9303,-6.9870,7.648
1.102134,1.0943,-3.1672,-7.2398,7.978
1.106835,1.1322,-3.4128,-7.5574,8.369
1.111305,1.1768,-3.6680,-7.9260,8.812
1.116790,1.2360,-3.9240,-8.3340,9.294
1.120776,1.2937,-4.1725,-8.7773,9.804
1.125479,1.3504,-4.4028,-9.2398,10.324
1.134483,1.3969,-4.6186,-9.7100,10.843
1.135043,1.4503,-4.8045,-10.1936,11.362
1.139528,1.5402,-4.9644,-10.6696,11.868
1.144829,1.6845,-5.1000,-11.1774,12.401
1.156100,1.8790,-5.2221,-11.6866,12.937
1.156677,2.0977,-5.3368,-12.2055,13.485
1.158257,2.3190,-5.4571,-12.7282,14.041
1.163885,2.5133,-5.5912,-13.2413,14.591
1.167660,2.6438,-5.7427,-13.7196,15.106
1.172654,2.6760,-5.9132,-14.1329,15.552
1.176834,2.5921,-6.0925,-14.4460,15.891
1.181729,2.3989,-6.2830,-14.6499,16.120
1.186480,2.1105,-6.4727,-14.7424,16.239
1.191353,1.7371,-6.6548,-14.7334,16.260
1.195537,1.2929,-6.8201,-14.5964,16.163
1.203796,0.7894,-6.9501,-14.3408,15.956
1.205029,0.2483,-7.0405,-13.9853,15.659
1.209760,-0.2896,-7.0996,-13.5342,15.286
1.218557,-0.8122,-7.1141,-12.9866,14.830
1.219446,-1.3151,-7.0732,-12.3442,14.288
1.224039,-1.8239,-6.9743,-11.5981,13.656
1.228759,-2.8881,-6.8057,-9.8225,12.294
1.235386,-4.1552,-6.3667,-7.1897,10.464
1.237996,-4.7032,-5.9967,-5.4912,9.393
1.243755,-4.9708,-5.5817,-4.2167,8.582
1.249581,-5.1910,-5.1245,-2.8754,7.841
1.253341,-5.3594,-4.7371,-1.5449,7.318
1.257381,-5.2797,-4.3896,-0.3972,6.878
1.260932,-5.0496,-3.9626,0.4697,6.436
1.265735,-4.0747,-0.8724,3.9150,5.718
1.270607,-4.1565,0.4242,4.2183,5.937
1.275107,-3.4970,1.5581,4.4630,5.880
1.281727,-2.4205,2.5571,4.8607,6.002
1.284544,-1.3081,3.5710,5.5581,6.735
1.290195,-0.1786,4.4934,6.4580,7.869
1.293753,0.9873,5.3634,7.3849,9.180
1.298543,1.8982,6.3151,8.3213,10.617
1.303226,2.6034,7.3122,9.2841,12.101
1.307722,3.0476,8.3158,10.2543,13.550
1.312747,3.3656,9.1675,11.1036,14.787
1.317269,3.5521,9.8308,11.8569,15.807
1.321974,3.6974,10.2167,12.4913,16.556
1.326528,3.7745,10.4444,12.9266,17.042
1.334091,3.7694,10.6332,13.1226,17.305
1.339877,3.6908,10.9220,13.2495,17.563
1.340730,3.4743,11.3083,13.2354,17.752
1.345694,3.1702,11.6447,12.9582,17.708
1.350992,2.8813,11.8299,12.5007,17.450
1.354827,2.5860,11.8726,11.9361,17.033
1.359173,2.4016,11.7674,11.3758,16.542
1.365223,2.3142,11.5060,10.9074,16.022
1.368727,2.2121,11.1943,10.5541,15.543
1.373312,1.9998,10.8807,10.1745,15.030
1.377920,1.8040,10.5471,9.7681,14.488
1.383083,1.7272,10.0796,9.3057,13.827
1.387446,1.7284,9.4434,8.9399,13.118
1.392292,1.6610,8.7252,8.8021,12.505
1.398625,1.4864,7.9605,8.9380,12.061
1.401487,1.2554,7.2032,9.3244,11.849
1.405991,0.9791,6.4467,9.8598,11.821
1.410735,0.7212,5.6982,10.3759,11.860
1.415506,0.5257,4.8836,10.6666,11.743
1.420302,0.3285,4.0201,10.7023,11.437
1.424732,0.1343,3.0845,10.4294,10.877
1.434875,-0.1557,2.2498,9.8109,10.067
1.435411,-0.5193,1.4506,8.9553,9.087
1.438766,-0.9484,0.6692,7.9445,8.029
1.444010,-1.2581,-0.0375,6.8266,6.942
1.455563,-1.3633,-0.6939,5.6425,5.846
1.455946,-1.3648,-1.2457,4.5022,4.867
1.457416,-1.3197,-1.6314,3.4776,4.062
1.461948,-1.2734,-1.8375,2.4706,3.332
1.466887,-1.2138,-1.9148,1.4479,2.690
1.471637,-1.2288,-1.9283,0.4260,2.326
1.476090,-1.2538,-1.9091,-0.5903,2.359
1.481742,-1.2177,-1.9716,-1.6587,2.850
1.485465,-1.1164,-2.0933,-2.7555,3.636
1.490639,-1.0413,-2.2038,-3.8095,4.523
1.495220,-0.9190,-2.2946,-4.7999,5.399
1.500136,-0.7453,-2.4051,-5.6937,6.226
1.504119,-0.5294,-2.5296,-6.4174,6.918
1.511027,-0.2916,-2.6363,-6.8928,7.386
1.514031,-0.0974,-2.7581,-7.1372,7.652
1.518896,0.0837,-2.8644,-7.2344,7.781
1.522929,0.1767,-2.9410,-7.1990,7.779
1.527828,0.2471,-3.0219,-7.0956,7.716
1.535558,0.2860,-3.1050,-7.0365,7.696
1.536998,0.2794,-3.2077,-6.9592,7.668
1.541812,0.1502,-3.2944,-6.8971,7.645
1.546493,-0.1165,-3.4034,-6.8499,7.650
1.551623,-0.4091,-3.4991,-6.8341,7.689
1.555824,-0.6876,-3.6148,-6.8854,7.807
1.560125,-0.8401,-3.7387,-6.9868,7.969
1.565138,-0.8789,-3.8418,-7.0596,8.085
1.571010,-0.8804,-3.8950,-7.1683,8.206
1.574650,-0.8249,-3.9579,-7.3155,8.358
1.579372,-0.7782,-3.9963,-7.5639,8.590
1.584111,-0.7298,-3.9569,-7.8852,8.852
1.588635,-0.6738,-3.9300,-8.2344,9.149
1.593228,-0.6195,-3.8831,-8.5836,9.441
1.598692,-0.6168,-3.8872,-8.9742,9.799
1.602792,-0.6963,-3.9530,-9.3375,10.164
1.607659,-0.8671,-4.0008,-9.6527,10.485
1.611750,-1.0262,-4.0827,-9.6861,10.561
1.617170,-1.1999,-4.1051,-9.7515,10.648
1.621340,-1.3450,-4.1711,-9.5930,10.547
1.625815,-1.4545,-4.2282,-9.3925,10.403
1.634925,-1.5428,-4.3106,-9.1666,10.246
1.635489,-1.5815,-4.3682,-8.9532,10.087
1.640090,-1.5470,-4.4801,-8.7738,9.972
1.644930,-1.4972,-4.5846,-8.5036,9.776
1.650445,-1.4424,-4.6916,-8.1544,9.518
1.654147,-1.3852,-4.7991,-7.7762,9.242
1.658866,-1.2780,-4.8889,-7.3661,8.933
1.663349,-1.1521,-4.9783,-6.9642,8.638
1.668132,-1.1008,-5.0226,-6.5462,8.324
1.672644,-1.1651,-5.0820,-6.1810,8.086
1.677378,-1.2758,-5.1210,-5.8804,7.901
1.682227,-1.4424,-5.1326,-5.6751,7.787
1.687774,-1.5619,-5.1743,-5.5746,7.765
1.691186,-1.6557,-5.1861,-5.5144,7.749
1.695910,-1.7236,-5.1626,-5.5641,7.783
1.700667,-1.8684,-5.0940,-5.6664,7.845
1.705436,-2.0449,-5.0444,-5.7522,7.919
1.710798,-2.2292,-4.9271,-5.7788,7.915
1.715277,-2.3878,-4.7824,-5.7250,7.833
1.719437,-2.5067,-4.5406,-5.6342,7.658
1.724436,-2.6442,-4.1727,-5.4994,7.392
1.728940,-2.7386,-3.6826,-5.3856,7.076
1.737554,-2.7380,-3.1509,-5.1620,6.639
1.738108,-2.7094,-2.6367,-4.7644,6.082
1.742731,-2.6627,-2.1039,-4.1047,5.326
1.747940,-2.5503,-1.5650,-3.0515,4.274
1.752112,-2.3313,-0.9806,-1.6523,3.021
1.756609,-2.1226,-0.3691,-0.0238,2.155
1.761397,-1.8524,0.3130,1.7251,2.551
1.765916,-1.5086,0.9849,3.4351,3.879
1.770856,-0.9430,1.6044,5.0211,5.355
1.775229,-0.3323,2.1318,6.4506,6.802
1.780004,0.2542,2.6310,7.7243,8.164
1.784815,0.7450,3.0538,8.7661,9.313
1.790556,1.0944,3.4623,9.5667,10.233
1.793953,1.3427,3.8428,10.1025,10.892
1.799123,1.4894,4.1718,10.4428,11.343
1.803525,1.5768,4.5075,10.7309,11.745
1.808060,1.6877,4.8334,11.0936,12.218
1.812887,1.8321,5.1278,11.5261,12.748
1.817598,2.0710,5.4502,11.8635,13.219
1.822083,2.1550,5.8237,12.1040,13.604
1.826814,2.0566,6.2434,12.1569,13.820
1.835102,1.9360,6.6620,11.7953,13.684
1.836831,1.8329,6.9972,11.1912,13.325
1.840865,1.7952,7.3896,10.3964,12.881
1.845614,1.7068,7.9299,9.5127,12.502
1.850540,1.5018,8.6511,8.7563,12.400
1.854813,1.3378,9.4567,8.1615,12.563
1.859259,1.2675,10.1977,7.7579,12.876
1.865315,1.3124,10.8515,7.5276,13.272
1.870225,1.3799,11.2947,7.4289,13.589
1.873417,1.3777,11.5665,7.3965,13.798
1.878369,1.3286,11.7365,7.4107,13.944
1.883061,1.1859,11.7884,7.4067,13.973
1.887859,1.0339,11.6673,7.3558,13.831
1.892272,1.0043,11.3496,7.2362,13.498
1.897021,1.0368,10.8194,7.0192,12.938
1.901721,1.1285,10.1160,6.6851,12.178
1.906504,1.2118,9.2934,6.2933,11.289
1.911232,1.1740,8.3862,5.9844,10.369
1.915734,0.9200,7.3853,5.8443,9.463
1.920361,0.4847,6.4029,6.0192,8.801
1.924843,-0.0919,5.3729,6.5099,8.441
1.930984,-0.7699,4.3575,7.2153,8.464
1.938241,-1.4764,3.3200,7.9224,8.716
1.941047,-2.1184,2.3219,8.4468,9.013
1.947152,-2.7093,1.3176,8.7478,9.252
1.955793,-3.2949,0.3262,8.9537,9.546
1.956058,-3.8702,-0.6406,9.0710,9.883
1.957975,-4.4158,-1.5162,9.0677,10.199
1.962179,-4.8691,-2.2820,8.9573,10.447
1.967459,-5.1646,-2.8902,8.6621,10.491
1.971763,-5.3393,-3.3718,8.1065,10.276
1.976357,-5.4371,-3.7090,7.2411,9.785
1.982396,-5.3931,-3.9164,6.0327,8.990
1.985850,-5.1518,-4.1341,4.4667,7.974
1.990673,-4.6380,-4.2837,2.6430,6.844
1.995015,-3.8171,-4.4273,0.6585,5.883
1.999862,-2.8263,-4.4787,-1.3517,5.466
2.006580,-1.6595,-4.5075,-3.2095,5.777
2.010121,-0.6031,-4.4306,-4.8155,6.571
2.013848,0.3171,-4.2846,-6.2212,7.560
2.018579,0.9731,-4.0796,-7.4231,8.526
2.023439,1.3326,-3.8143,-8.4343,9.352
2.027753,1.4465,-3.5902,-9.2750,10.050
2.036069,1.3750,-3.5066,-9.8457,10.542
2.038723,1.1263,-3.5506,-10.2789,10.933
2.041787,0.7752,-3.6786,-10.4605,11.116
2.047980,0.3679,-3.8188,-10.4699,11.151
2.054292,-0.0135,-3.9595,-10.3408,11.073
2.056594,-0.3564,-4.0943,-10.0495,10.857
2.060774,-0.6721,-4.1712,-9.6773,10.559
2.065250,-0.9679,-4.2175,-9.3217,10.277
2.070840,-1.2253,-4.2649,-9.0016,10.036
2.074773,-1.3856,-4.3046,-8.7211,9.824
2.079454,-1.4641,-4.2054,-8.6015,9.686
2.084255,-1.4308,-4.1276,-8.5518,9.603
2.088740,-1.3413,-4.0689,-8.6052,9.613
2.093310,-1.2031,-3.9980,-8.7091,9.658
2.099091,-0.9662,-3.8883,-8.7511,9.625
2.102659,-0.7048,-3.7850,-8.7794,9.587
2.107314,-0.3973,-3.6520,-8.7967,9.533
2.112006,-0.1528,-3.5346,-8.8151,9.499
2.116802,0.0676,-3.4301,-8.8589,9.500
2.121424,0.2410,-3.3647,-8.8927,9.511
2.126015,0.3510,-3.3095,-8.8903,9.493
2.131483,0.3813,-3.2905,-8.8832,9.481
2.143798,0.4061,-3.3244,-8.8475,9.460
2.144397,0.3874,-3.4037,-8.7809,9.426
2.145228,0.3277,-3.5214,-8.6741,9.367
2.157889,0.2127,-3.6393,-8.5077,9.256
2.158306,0.0351,-3.7694,-8.3104,9.125
2.158882,-0.0812,-3.9145,-8.0531,8.954
2.163624,-0.1726,-4.0798,-7.7595,8.768
2.168055,-0.2656,-4.2178,-7.4554,8.570
2.172842,-0.3316,-4.3223,-7.1906,8.396
2.177279,-0.4258,-4.4246,-6.9837,8.278
2.182713,-0.4839,-4.4441,-6.8560,8.185
2.187122,-0.5612,-4.4598,-6.7639,8.121
2.192007,-0.6537,-4.4504,-6.7382,8.102
2.196242,-0.7696,-4.4088,-6.7285,8.081
2.201018,-0.8234,-4.3205,-6.7202,8.032
2.205515,-0.7919,-4.2168,-6.6655,7.927
2.210502,-0.6705,-4.1504,-6.5236,7.761
2.215908,-0.5527,-4.0692,-6.2920,7.514
2.219463,-0.4836,-4.0020,-6.0328,7.256
2.224120,-0.5224,-3.9060,-5.7940,7.007
2.230760,-0.6181,-3.7550,-5.5731,6.748
2.235942,-0.8420,-3.5537,-5.4038,6.522
2.238570,-1.0980,-3.3280,-5.2505,6.313
2.242942,-1.4746,-2.9390,-5.1396,6.101
2.247881,-1.9433,-2.4675,-5.0188,5.921
2.252433,-2.5525,-1.7649,-4.8979,5.798
2.257050,-3.2619,-0.8734,-4.8038,5.872
2.261620,-3.9788,0.1050,-4.6867,6.149
2.266190,-4.6701,1.1833,-4.4184,6.537
2.271290,-5.2049,2.2909,-4.0451,6.979
2.275672,-5.4187,3.4096,-3.5772,7.334
2.280420,-5.3120,4.5282,-2.9769,7.588
2.285056,-4.8669,5.5636,-2.1611,7.701
2.290655,-4.0913,6.4039,-1.0055,7.666
2.294281,-2.9459,7.0543,0.4636,7.659
2.299696,-1.5722,7.5432,2.1939,8.012
2.303727,-0.2172,7.9510,4.2576,9.022
2.309006,1.0965,8.1826,6.6746,10.616
2.314023,2.2971,8.1261,9.3213,12.578
2.317752,3.4979,7.8197,12.0887,14.816
2.322745,4.6773,7.2101,14.8800,17.184
2.327249,5.7207,6.3848,17.4742,19.464
2.343791,6.4932,5.3880,19.9949,21.702
2.344363,6.8370,4.3049,21.9056,23.348
2.344632,6.6273,3.2837,23.1319,24.286
2.346619,5.8861,2.4273,23.8217,24.658
2.350866,4.6336,1.9593,23.8187,24.344
2.355000,3.0909,1.9469,23.1364,23.423
2.359601,1.6274,2.3559,21.8424,22.029
2.365991,0.5247,2.8270,19.7618,19.970
2.370236,-0.0068,3.0933,17.0705,17.348
2.373634,-0.0181,3.2469,14.2705,14.635
2.378418,0.3118,3.4985,11.7535,12.267
2.383287,0.7672,3.9795,9.5229,10.349
2.388018,1.1770,4.6435,7.6253,9.005
2.392915,1.4883,5.3285,6.2006,8.310
2.397585,1.6969,5.8860,5.2671,8.079
2.401932,1.7868,6.2530,4.8053,8.086
2.406618,1.9405,6.2937,4.7753,8.135
2.411127,2.2754,6.0102,5.0731,8.188
2.416418,2.7226,5.3277,5.4379,8.085
2.420598,3.1119,4.4753,5.7623,7.932
2.425257,3.1115,3.6413,6.0874,7.746
2.430839,2.7759,2.8442,6.4645,7.588
2.435956,2.3221,2.1163,6.8877,7.570
2.439551,1.8788,1.3696,7.3303,7.690
2.444657,1.4312,0.6808,7.7347,7.895
2.451322,0.9283,0.0352,8.0579,8.111
2.453544,0.3420,-0.4814,8.1808,8.202
2.457830,-0.1786,-0.8360,8.0435,8.089
2.462727,-0.6382,-1.0477,7.7009,7.798
2.467255,-0.9863,-1.2092,7.1067,7.276
2.472117,-1.2127,-1.3103,6.3412,6.588
2.476752,-1.3518,-1.3377,5.4264,5.750
2.483229,-1.4155,-1.2894,4.2454,4.657
2.486021,-1.4220,-1.2313,2.7304,3.316
2.491030,-1.5885,-1.2836,1.2081,2.373
2.495322,-1.9699,-1.3489,-0.1098,2.390
2.500105,-2.4327,-1.3525,-1.1234,3.002
2.504787,-2.8748,-1.2874,-1.7853,3.621
2.511027,-3.1928,-1.1094,-2.2245,4.046
2.514468,-3.3118,-0.9130,-2.5843,4.299
2.519721,-3.2338,-0.6728,-2.9888,4.455
2.523410,-2.9726,-0.4590,-3.4714,4.593
2.527994,-2.5092,-0.2910,-4.0796,4.798
2.543857,-1.8841,-0.1285,-4.7033,5.068
2.544445,-1.1933,0.0714,-5.3115,5.444
