time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001228,0.0006,0.0016,0.0171,0.017
0.002029,0.0027,-0.0007,0.0217,0.022
0.006403,-0.0000,-0.0031,0.0167,0.017
0.014387,0.0021,-0.0030,0.0142,0.015
0.016099,0.0018,-0.0030,0.0070,0.008
0.020395,0.0016,-0.0005,0.0022,0.003
0.024976,0.0061,-0.0029,-0.0026,0.007
0.030063,0.0035,-0.0028,-0.0049,0.007
0.034528,-0.0014,-0.0004,-0.0049,0.005
0.039291,-0.0040,-0.0027,-0.0072,0.009
0.044198,-0.0042,-0.0050,-0.0024,0.007
0.048675,-0.0043,-0.0049,0.0024,0.007
0.053228,-0.0043,-0.0025,0.0023,0.005
0.057837,0.0030,-0.0024,-0.0072,0.008
0.062662,-0.0018,0.0000,0.0000,0.002
0.067261,-0.0067,0.0001,0.0024,0.007
0.071870,-0.0043,-0.0022,-0.0048,0.007
0.076596,-0.0044,-0.0069,-0.0071,0.011
0.081337,-0.0068,-0.0092,-0.0070,0.013
0.086082,-0.0067,-0.0139,-0.0070,0.017
0.090982,-0.0068,-0.0113,-0.0022,0.013
0.096113,-0.0020,-0.0040,-0.0045,0.006
0.099977,0.0026,0.0032,0.0003,0.004
0.104517,0.0025,0.0032,0.0026,0.005
0.109271,0.0024,0.0056,0.0026,0.007
0.114127,-0.0025,0.0009,0.0026,0.004
0.118538,-0.0122,0.0010,0.0144,0.019
0.123358,-0.0123,-0.0037,0.0024,0.013
0.128059,-0.0076,-0.0060,0.0072,0.012
0.132641,-0.0077,-0.0082,0.0024,0.011
0.137257,-0.0078,-0.0057,-0.0024,0.010
0.142022,-0.0031,-0.0008,-0.0071,0.008
0.147295,-0.0010,0.0040,-0.0094,0.010
0.151468,0.0035,0.0040,-0.0117,0.013
0.156023,0.0008,0.0018,-0.0045,0.005
0.160626,0.0005,-0.0005,0.0003,0.001
0.165386,-0.0021,0.0019,0.0074,0.008
0.170245,-0.0023,0.0020,0.0026,0.004
0.174954,-0.0049,0.0044,0.0026,0.007
0.179396,-0.0003,0.0068,0.0002,0.007
0.184197,0.0018,0.0045,-0.0093,0.011
0.188618,0.0064,0.0045,-0.0093,0.012
0.193283,0.0014,0.0045,-0.0068,0.008
0.198343,0.0012,0.0069,-0.0044,0.008
0.202937,-0.0013,0.0022,0.0028,0.004
0.207593,-0.0039,-0.0025,0.0075,0.009
0.213140,-0.0040,-0.0025,0.0146,0.015
0.217088,0.0007,-0.0001,0.0168,0.017
0.221610,0.0007,0.0023,0.0119,0.012
0.226347,-0.0042,0.0047,0.0071,0.009
0.230937,-0.0020,0.0095,0.0046,0.011
0.235590,-0.0046,0.0094,-0.0025,0.011
0.240242,-0.0024,0.0071,-0.0049,0.009
0.247772,-0.0050,0.0023,-0.0048,0.007
0.249688,-0.0052,-0.0024,-0.0024,0.006
0.254399,-0.0006,-0.0023,-0.0048,0.005
0.258802,-0.0008,-0.0022,0.0048,0.005
0.263589,0.0039,0.0002,0.0071,0.008
0.268255,0.0038,0.0050,0.0118,0.013
0.272822,-0.0011,0.0049,0.0069,0.009
0.277806,-0.0012,0.0049,0.0021,0.006
0.282893,-0.0013,0.0050,0.0021,0.006
0.286943,-0.0037,0.0050,-0.0003,0.006
0.291625,-0.0085,0.0002,-0.0026,0.009
0.296560,-0.0050,-0.0050,-0.0050,0.009
0.300970,0.0582,-0.0196,0.0140,0.063
0.305562,-0.0193,0.0110,0.0400,0.046
0.310655,-0.0395,0.0211,-0.0837,0.095
0.315344,-0.0155,0.0114,0.0024,0.019
0.319692,-0.0084,0.0162,-0.0166,0.025
0.324726,-0.0036,0.0114,0.0025,0.012
0.329842,0.0106,0.0042,0.0073,0.014
0.333751,0.0837,-0.0053,0.0048,0.084
0.338414,0.4480,-0.0550,-0.0213,0.452
0.343004,0.4322,-0.0616,0.0026,0.437
0.348007,0.2126,-0.0350,-0.0069,0.216
0.352598,-0.0291,0.0127,-0.0021,0.032
0.357034,-0.1054,0.0341,-0.0306,0.115
0.361671,-0.0954,0.0292,-0.0137,0.101
0.366763,-0.0097,0.0173,-0.0160,0.025
0.371116,0.1443,-0.0136,-0.0040,0.145
0.375650,0.2663,-0.0348,0.0103,0.269
0.380645,0.3374,-0.0487,0.0150,0.341
0.385570,0.3652,-0.0531,0.0125,0.369
0.389695,0.3506,-0.0432,0.0171,0.354
0.394649,0.3339,-0.0241,0.0027,0.335
0.399300,0.3304,-0.0262,-0.0020,0.331
0.403805,0.3433,-0.0352,-0.0305,0.346
0.408728,0.3117,-0.0184,-0.0065,0.312
0.413239,0.2712,0.0244,-0.0041,0.272
0.417912,0.2430,0.0643,0.0126,0.252
0.422893,0.2358,0.1017,0.0338,0.259
0.427266,0.3020,0.1130,0.0264,0.324
0.432260,1.1789,-0.1126,-0.0592,1.186
0.436693,1.7182,-0.2627,-0.0042,1.738
0.444221,2.0057,-0.3328,-0.0397,2.034
0.448110,2.0406,-0.3366,-0.0180,2.068
0.452891,1.9007,-0.3053,-0.0202,1.925
0.455619,1.6288,-0.2672,-0.0296,1.651
0.459834,1.3255,-0.2266,-0.0412,1.345
0.465151,1.0388,-0.1697,-0.0266,1.053
0.469213,0.8397,-0.1084,-0.0406,0.848
0.473746,0.6891,-0.0473,-0.0331,0.692
0.482484,0.5869,0.0299,-0.0209,0.588
0.483307,0.5306,0.1044,-0.0302,0.542
0.487819,0.5483,0.1448,-0.0038,0.567
0.492757,0.6276,0.1280,-0.0061,0.641
0.499349,0.7442,0.0828,-0.0061,0.749
0.501897,0.8668,0.0309,0.0035,0.867
0.506663,0.9839,-0.0159,-0.0083,0.984
0.511297,1.1029,-0.0602,-0.0083,1.105
0.516209,1.1653,-0.0928,0.0060,1.169
0.520769,1.1893,-0.1134,-0.0106,1.195
0.525248,1.2025,-0.1095,-0.0366,1.208
0.531719,1.2247,-0.0887,-0.0292,1.228
0.534952,1.2921,-0.0730,-0.0313,1.295
0.539278,1.4161,-0.0787,-0.0334,1.419
0.543902,1.5747,-0.0890,-0.0236,1.577
0.550552,1.7486,-0.1110,-0.0281,1.752
0.553590,1.9072,-0.1330,-0.0303,1.912
0.557953,2.0246,-0.1574,-0.0134,2.031
0.562749,2.1315,-0.1766,-0.0347,2.139
0.567411,2.2180,-0.1764,-0.0439,2.225
0.572206,2.3371,-0.1739,-0.0554,2.344
0.577332,2.4603,-0.1603,-0.0552,2.466
0.582010,2.5570,-0.1467,-0.0621,2.562
0.586391,2.6585,-0.1285,-0.0429,2.662
0.591169,2.7679,-0.1012,0.0098,2.770
0.595733,2.8868,-0.0707,-0.1190,2.890
0.600364,2.9006,-0.0290,-0.0280,2.901
0.604952,3.0195,-0.0016,-0.0684,3.020
0.609519,3.1093,0.0351,-0.0276,3.110
0.614308,3.1849,0.0646,-0.0704,3.186
0.619414,3.2884,0.0869,-0.0487,3.290
0.623531,3.3344,0.1117,-0.0390,3.336
0.628590,3.3230,0.1483,-0.0555,3.327
0.633147,3.2856,0.1895,-0.0553,3.292
0.637632,3.2724,0.2115,-0.0313,3.279
0.642191,3.2590,0.2548,-0.0288,3.269
0.649233,3.2216,0.3364,-0.0239,3.239
0.651645,3.2413,0.4083,0.0025,3.267
0.656453,3.2326,0.4798,-0.0118,3.268
0.661040,3.1507,0.5391,-0.0142,3.196
0.665769,2.9402,0.6076,-0.0189,3.002
0.670330,2.8347,0.6404,-0.0212,2.906
0.675727,2.9501,0.6134,0.0005,3.013
0.679878,3.2633,0.4913,-0.0829,3.301
0.684462,3.4263,0.3737,-0.0778,3.448
0.689126,3.5245,0.2946,-0.0632,3.537
0.693714,3.5551,0.2158,-0.0581,3.562
0.699040,3.6116,0.1395,-0.0555,3.615
0.703860,3.5466,0.0634,-0.0266,3.547
0.707790,3.3841,0.0137,-0.0169,3.384
0.712562,3.2694,-0.0236,-0.0310,3.270
0.717843,3.0959,-0.0419,-0.0046,3.096
0.722806,2.8752,-0.0387,-0.0140,2.876
0.726629,2.6382,-0.0331,-0.0115,2.638
0.731491,2.4091,-0.0155,-0.0137,2.409
0.737438,2.2666,-0.0217,-0.0111,2.267
0.741820,2.1847,-0.0495,-0.0039,2.185
0.746333,2.0590,-0.1013,0.0224,2.062
0.751667,1.9378,-0.1674,0.0008,1.945
0.754464,1.9018,-0.1878,-0.0014,1.911
0.759417,1.9252,-0.1871,0.0035,1.934
0.764516,1.9248,-0.1889,0.0013,1.934
0.768627,1.7458,-0.1839,0.0181,1.756
0.773203,1.5650,-0.1671,0.0086,1.574
0.777829,1.3820,-0.1527,0.0159,1.391
0.782635,1.1664,-0.1338,0.0112,1.174
0.787534,0.9396,-0.1104,0.0160,0.946
0.791866,0.7277,-0.0823,0.0090,0.732
0.797999,0.5409,-0.0380,0.0233,0.543
0.801431,0.4167,0.0202,0.0281,0.418
0.805888,0.2999,0.0305,0.0329,0.303
0.810449,0.1501,0.0213,0.0472,0.159
0.815545,-0.0543,0.0050,0.0447,0.071
0.821343,-0.3465,-0.0090,0.0471,0.350
0.825592,-0.6856,-0.0209,0.0518,0.688
0.830042,-1.0283,-0.0325,0.0542,1.030
0.834033,-1.3652,-0.0347,0.0541,1.367
0.838656,-1.7122,-0.0298,0.0635,1.714
0.844403,-2.1097,-0.0397,0.0871,2.112
0.851331,-2.3998,-0.0514,0.0630,2.401
0.853331,-2.6643,-0.0577,0.0439,2.665
0.857590,-2.9155,-0.0688,0.0510,2.917
0.862389,-3.0340,-0.1015,0.0557,3.036
0.866806,-3.1278,-0.1414,0.0555,3.132
0.871783,-3.2716,-0.1528,0.0601,3.276
0.876321,-3.4438,-0.1449,0.0647,3.447
0.881007,-3.6081,-0.1276,0.0502,3.611
0.885528,-3.7074,-0.1130,0.0739,3.710
0.890097,-3.8265,-0.0820,0.0809,3.828
0.894685,-4.1507,-0.0600,0.0783,4.152
0.899582,-4.2680,-0.0193,0.0709,4.269
0.904348,-4.3011,0.0474,0.1089,4.303
0.908841,-4.3155,0.0757,0.0919,4.317
0.913909,-4.4008,0.0730,0.0773,4.402
0.918852,-4.5293,0.0457,0.1508,4.532
0.923196,-4.6839,-0.0079,0.1288,4.686
0.927504,-4.8043,-0.0915,0.0902,4.806
0.932725,-4.8708,-0.2102,0.0757,4.876
0.937885,-4.9157,-0.3525,0.1114,4.930
0.942889,-4.7616,-0.4793,-0.0082,4.786
0.949635,-4.5723,-0.5988,0.0538,4.612
0.951541,-4.3615,-0.6992,0.0513,4.418
0.956303,-4.1463,-0.7563,0.0368,4.215
0.960216,-4.0007,-0.7680,0.0533,4.074
0.964898,-3.9200,-0.7270,0.0508,3.987
0.969634,-3.8348,-0.6672,0.0864,3.893
0.974188,-3.8141,-0.5668,0.0766,3.857
0.979044,-3.9131,-0.4257,0.0692,3.937
0.983949,-4.0647,-0.2537,0.0737,4.073
0.988216,-4.1614,-0.0795,0.0592,4.163
0.993113,-4.2033,0.0681,0.0543,4.204
0.998097,-4.1472,0.1819,0.0351,4.151
1.002668,-4.0361,0.2476,0.0541,4.044
1.007137,-3.8918,0.2749,0.0444,3.902
1.011978,-3.7743,0.2758,0.0586,3.785
1.016679,-3.6693,0.2625,0.0537,3.679
1.021016,-3.5959,0.2279,0.0631,3.604
1.026797,-3.5057,0.1790,0.0725,3.511
1.033542,-3.3369,0.1256,0.0509,3.340
1.035930,-3.1921,0.0698,0.0698,3.194
1.039782,-3.0358,0.0023,0.0553,3.036
1.044356,-2.9062,-0.0601,0.0433,2.907
1.057137,-2.8197,-0.1010,0.0551,2.822
1.058068,-2.7719,-0.1178,0.0382,2.775
1.059051,-2.7676,-0.1224,0.0357,2.771
1.072482,-2.7802,-0.1175,0.0452,2.783
1.073060,-2.7118,-0.0719,0.0237,2.713
1.073469,-2.6676,-0.0598,0.0284,2.668
1.077063,-2.6594,-0.0738,0.0403,2.661
1.082396,-2.6510,-0.1021,0.0426,2.653
1.086320,-2.6380,-0.1280,0.0473,2.642
1.091321,-2.5965,-0.1491,0.0520,2.601
1.095841,-2.5385,-0.1652,0.0447,2.544
1.100475,-2.4734,-0.1790,0.0423,2.480
1.105102,-2.4012,-0.1833,0.0422,2.409
1.109799,-2.3221,-0.1803,0.0349,2.329
1.115186,-2.2575,-0.1583,0.0349,2.263
1.119480,-2.1834,-0.1363,0.0301,2.188
1.123892,-2.1046,-0.1120,0.0276,2.108
1.128624,-2.0356,-0.0902,0.0299,2.038
1.133453,-1.9788,-0.0756,0.0347,1.981
1.138098,-1.9269,-0.0658,0.0370,1.928
1.142666,-1.8754,-0.0655,0.0417,1.877
1.153634,-1.7944,-0.1146,0.0512,1.799
1.154388,-1.7321,-0.1162,0.0464,1.737
1.156688,-1.6946,-0.0971,0.0367,1.698
1.161698,-1.6525,-0.1113,0.0223,1.656
1.168460,-1.6439,-0.1253,0.0199,1.649
1.170822,-1.6543,-0.1325,0.0461,1.660
1.175504,-1.6652,-0.1490,0.0197,1.672
1.182569,-1.6288,-0.1604,0.0221,1.637
1.184596,-1.5544,-0.1741,0.0316,1.564
1.189347,-1.4991,-0.1879,0.0340,1.511
1.193934,-1.4179,-0.1993,0.0530,1.433
1.200265,-1.3727,-0.2060,0.0720,1.390
1.203727,-1.3897,-0.2029,0.0432,1.405
1.208222,-1.3417,-0.2071,0.0455,1.358
1.216408,-1.1562,-0.2210,0.0287,1.178
1.217615,-0.9664,-0.1897,0.0286,0.985
1.222597,-0.8014,-0.1510,-0.0097,0.816
1.227315,-0.6705,-0.1244,-0.0025,0.682
1.232766,-0.5613,-0.1002,-0.0001,0.570
1.236608,-0.4713,-0.0809,-0.0001,0.478
1.240830,-0.4007,-0.0593,0.0047,0.405
1.245929,-0.3599,-0.0372,0.0238,0.363
1.255695,-0.3064,-0.0298,0.0165,0.308
1.256423,-0.2620,-0.0228,0.0093,0.263
1.259749,-0.2396,-0.0179,0.0069,0.240
1.272359,-0.2195,-0.0179,0.0045,0.220
1.273387,-0.2019,-0.0180,-0.0003,0.203
1.274041,-0.1914,-0.0180,0.0021,0.192
1.278223,-0.1834,-0.0157,0.0021,0.184
1.283461,-0.1754,-0.0133,-0.0027,0.176
1.287523,-0.1698,-0.0085,0.0020,0.170
1.292163,-0.1619,-0.0014,0.0044,0.162
1.298174,-0.1539,-0.0015,0.0116,0.154
1.301705,-0.1456,-0.0042,0.0234,0.148
1.306179,-0.1446,-0.0069,0.0282,0.147
1.310808,-0.1418,-0.0045,0.0114,0.142
1.316496,-0.1439,-0.0069,0.0090,0.144
1.320419,-0.1437,-0.0045,0.0042,0.144
1.324929,-0.1410,-0.0045,-0.0030,0.141
1.332353,-0.1382,0.0004,-0.0078,0.138
1.334417,-0.1379,0.0028,-0.0078,0.138
1.339343,-0.1400,0.0028,-0.0053,0.140
1.343623,-0.1374,0.0005,0.0018,0.137
1.353625,-0.1372,-0.0019,0.0042,0.137
1.354280,-0.1370,-0.0066,0.0114,0.138
1.357959,-0.1343,-0.0042,0.0137,0.135
1.362811,-0.1292,-0.0018,0.0089,0.130
1.367988,-0.1265,-0.0041,0.0089,0.127
1.371544,-0.1239,-0.0017,0.0065,0.124
1.376362,-0.1212,-0.0017,0.0017,0.121
1.382549,-0.1185,-0.0040,-0.0031,0.119
1.385877,-0.1206,-0.0064,-0.0031,0.121
1.390675,-0.1228,-0.0111,-0.0007,0.123
1.395408,-0.1273,-0.0134,0.0017,0.128
1.402057,-0.1270,-0.0111,0.0065,0.128
1.404843,-0.1267,-0.0111,0.0065,0.127
1.409441,-0.1241,-0.0087,0.0089,0.125
1.417529,-0.1263,-0.0062,0.0088,0.127
1.418810,-0.1285,-0.0014,0.0064,0.129
1.423224,-0.1331,0.0010,0.0016,0.133
1.427647,-0.1306,-0.0037,-0.0055,0.131
1.432532,-0.1304,-0.0061,-0.0055,0.131
1.437073,-0.1254,-0.0084,-0.0055,0.126
1.441756,-0.1324,-0.0084,-0.0031,0.133
1.453773,-0.1225,-0.0060,-0.0031,0.123
1.454494,-0.1221,-0.0012,-0.0055,0.122
1.455934,-0.1193,-0.0013,0.0017,0.119
1.460796,-0.1166,0.0012,0.0041,0.117
1.473742,-0.1185,-0.0012,0.0088,0.119
1.474284,-0.1229,-0.0060,0.0088,0.123
1.474689,-0.1248,-0.0036,0.0112,0.125
1.479421,-0.1314,-0.0061,0.0112,0.132
1.483762,-0.1426,-0.0086,0.0087,0.143
1.488557,-0.2086,0.0031,0.0087,0.209
1.493103,-0.3266,0.0076,0.0039,0.327
1.498533,-0.3177,0.0003,0.0015,0.318
1.502911,-0.2109,0.0001,0.0014,0.211
1.507404,-0.1020,-0.0026,0.0038,0.102
1.511871,-0.0649,-0.0077,0.0109,0.066
1.517056,-0.1163,-0.0032,0.0109,0.117
1.521498,-0.2223,-0.0011,0.0156,0.223
1.526329,-0.2849,0.0009,0.0180,0.285
1.533229,-0.2732,-0.0019,0.0155,0.274
1.541844,-0.2255,-0.0047,0.0130,0.226
1.542280,-0.1803,-0.0028,0.0082,0.181
1.544752,-0.1675,-0.0033,0.0057,0.168
1.553752,-0.1997,-0.0156,0.0033,0.200
1.554810,-0.2599,-0.0232,0.0079,0.261
1.562994,-0.2720,-0.0331,0.0150,0.274
1.567405,-0.2457,-0.0384,0.0195,0.249
1.567966,-0.2053,-0.0293,0.0264,0.209
1.572739,-0.1769,-0.0228,0.0190,0.179
1.577175,-0.1702,-0.0068,0.0188,0.171
1.582114,-0.1873,0.0020,0.0163,0.188
1.586896,-0.2117,0.0156,0.0042,0.212
1.591404,-0.2274,0.0268,-0.0077,0.229
1.596068,-0.2327,0.0381,0.0137,0.236
1.600900,-0.2521,0.0522,-0.0552,0.263
1.605249,-0.2144,0.0565,-0.0168,0.222
1.610077,-0.2076,0.0700,-0.0119,0.219
1.614967,-0.2096,0.0762,0.0119,0.223
1.619454,-0.2041,0.0938,0.0308,0.227
1.624037,-0.1627,0.1135,0.0305,0.201
1.628953,-0.1549,0.1286,0.0184,0.202
1.633817,-0.1561,0.1338,0.0182,0.206
1.638131,-0.1996,0.1129,0.0038,0.229
1.643269,-0.4633,0.0399,0.0274,0.466
1.650083,-0.8233,-0.0532,0.0224,0.825
1.652162,-1.1393,-0.1577,-0.0276,1.151
1.656973,-1.3596,-0.1455,0.0628,1.369
1.661477,-1.8443,-0.1631,-0.0445,1.852
1.666400,-2.0921,-0.2282,0.0009,2.104
1.671135,-2.1731,-0.2811,0.0341,2.192
1.675650,-2.1446,-0.3502,0.0220,2.173
1.681803,-2.0571,-0.4044,0.0147,2.097
1.684981,-1.9064,-0.4368,0.0217,1.956
1.689508,-1.7905,-0.4452,0.0096,1.845
1.694320,-1.7112,-0.4486,0.0095,1.769
1.699296,-1.6924,-0.4425,-0.0000,1.749
1.703556,-1.6834,-0.4339,-0.0000,1.738
1.708437,-1.6601,-0.4183,0.0047,1.712
1.713576,-1.6464,-0.3909,0.0047,1.692
1.718223,-1.6495,-0.3518,0.0070,1.687
1.722365,-1.6263,-0.3129,0.0141,1.656
1.727122,-1.6058,-0.2745,0.0163,1.629
1.732268,-1.5854,-0.2386,0.0138,1.603
1.737605,-1.5292,-0.2056,0.0232,1.543
1.741946,-1.4901,-0.1776,0.0254,1.501
1.747020,-1.4799,-0.1593,0.0180,1.489
1.751692,-1.5152,-0.1576,0.0060,1.523
1.755405,-1.5784,-0.1703,0.0084,1.588
1.760650,-1.5954,-0.1972,0.0273,1.608
1.766605,-1.6804,-0.2181,0.0129,1.695
1.769336,-1.7824,-0.2342,0.0153,1.798
1.773741,-1.9440,-0.2456,0.0129,1.960
1.778350,-2.1392,-0.2568,0.0128,2.155
1.783684,-2.3510,-0.2729,0.0152,2.367
1.788431,-2.5698,-0.2937,0.0127,2.587
1.792283,-2.7401,-0.3074,0.0223,2.757
1.799002,-2.8165,-0.3187,0.0318,2.835
1.802379,-2.8139,-0.3254,0.0317,2.833
1.806887,-2.7660,-0.3201,0.0293,2.785
1.811268,-2.6921,-0.3101,0.0220,2.710
1.816663,-2.6133,-0.3025,0.0244,2.631
1.821330,-2.5398,-0.2901,0.0195,2.556
1.826060,-2.5360,-0.2752,0.0099,2.551
1.830083,-2.5725,-0.2677,0.0171,2.586
1.834864,-2.6065,-0.2530,0.0170,2.619
1.840450,-2.6093,-0.2359,0.0146,2.620
1.844985,-2.5834,-0.2117,0.0169,2.592
1.853276,-2.5863,-0.1803,0.0145,2.593
1.853658,-2.5963,-0.1539,0.0193,2.601
1.857940,-2.6351,-0.1228,0.0168,2.638
1.864059,-2.6812,-0.1039,0.0311,2.683
1.868100,-2.6979,-0.1018,0.0167,2.700
1.872578,-2.7388,-0.1232,0.0023,2.742
1.877091,-2.8059,-0.1470,0.0095,2.810
1.882459,-2.8655,-0.1685,0.0238,2.871
1.885990,-2.9035,-0.1733,0.0166,2.909
1.890693,-2.8818,-0.1713,0.0428,2.887
1.895915,-2.8741,-0.1596,0.0428,2.879
1.900377,-2.8637,-0.1334,0.0332,2.867
1.905089,-2.8628,-0.1028,0.0451,2.865
1.909402,-2.8952,-0.0605,0.0450,2.896
1.916234,-2.9111,-0.0136,0.0545,2.912
1.919459,-2.8962,0.0285,0.0449,2.897
1.924753,-2.8077,0.0587,0.0257,2.808
1.929137,-2.6310,0.0792,0.0304,2.632
1.932812,-2.4136,0.0927,0.0351,2.416
1.937686,-2.1943,0.0967,0.0351,2.197
1.943173,-2.0065,0.0817,0.0326,2.008
1.947813,-1.8834,0.0500,0.0350,1.884
1.953859,-1.8634,0.0114,0.0277,1.864
1.956610,-1.9178,-0.0150,0.0086,1.918
1.961901,-1.9485,-0.0318,-0.0010,1.949
1.965603,-1.9077,-0.0460,0.0061,1.908
1.970147,-1.8528,-0.0457,-0.0083,1.853
1.975146,-1.7765,-0.0453,0.0037,1.777
1.979559,-1.6786,-0.0282,0.0132,1.679
1.984275,-1.5569,-0.0040,0.0299,1.557
1.988780,-1.4639,0.0273,0.0393,1.465
1.993523,-1.4427,0.0587,0.0369,1.444
1.998628,-1.4619,0.0994,0.0511,1.466
2.003133,-1.5190,0.1328,0.0535,1.526
2.007522,-1.6022,0.1803,0.0486,1.613
2.012263,-1.6660,0.2348,0.0629,1.684
2.017735,-1.7109,0.2987,0.0460,1.737
2.022355,-1.7248,0.3720,0.0364,1.765
2.026438,-1.6594,0.4545,0.0531,1.721
2.032455,-1.5629,0.5295,0.0578,1.651
2.036582,-1.4857,0.5826,0.0553,1.597
2.041360,-1.4230,0.6380,0.0624,1.561
2.045904,-1.3391,0.7100,0.0576,1.517
2.051288,-1.1768,0.7769,0.0503,1.411
2.054292,-1.0029,0.8030,0.0407,1.285
2.060270,-0.8005,0.7978,0.0430,1.131
2.064747,-0.5885,0.7591,0.0453,0.962
2.068418,-0.3261,0.6819,0.0501,0.758
2.073538,-0.0542,0.5737,0.0453,0.578
2.078324,0.2152,0.4370,0.0453,0.489
2.083255,0.5226,0.2671,0.0405,0.588
2.086932,0.8822,0.0855,0.0238,0.887
2.091693,1.2678,-0.0934,0.0144,1.271
2.096217,1.6195,-0.2409,0.0169,1.637
2.101013,1.9109,-0.3594,0.0074,1.944
2.105781,2.1353,-0.4348,0.0195,2.179
2.110688,2.2303,-0.4814,0.0244,2.282
2.116543,2.2052,-0.5110,0.0125,2.264
2.119977,2.1345,-0.5381,0.0150,2.201
2.124598,2.0878,-0.5650,0.0127,2.163
2.129191,2.0694,-0.5702,-0.0016,2.147
2.134860,2.1987,-0.5514,-0.0039,2.267
2.139326,2.4520,-0.5038,-0.0182,2.503
2.143900,2.7740,-0.4442,-0.0253,2.809
2.156896,3.1811,-0.3701,-0.0276,3.203
2.157810,3.6307,-0.3031,-0.0251,3.643
2.158430,4.1033,-0.2480,-0.0036,4.111
2.170571,4.5245,-0.2119,-0.0083,4.529
2.171514,4.7728,-0.1924,-0.0322,4.777
2.171838,4.9271,-0.2277,-0.0322,4.932
2.176010,5.0097,-0.3083,-0.0608,5.020
2.183040,5.0134,-0.4008,-0.0416,5.030
2.185045,4.9468,-0.5238,-0.0822,4.975
2.189990,4.8558,-0.6320,-0.0846,4.898
2.194609,4.7696,-0.7568,-0.0774,4.830
2.200964,4.6983,-0.8624,-0.0893,4.778
2.203852,4.6511,-0.9228,-0.0581,4.742
2.208552,4.6302,-0.9663,-0.0724,4.731
2.213447,4.6098,-0.9480,-0.0724,4.707
2.218277,4.6114,-0.9034,-0.0579,4.699
2.222913,4.6465,-0.8566,-0.0579,4.725
2.227623,4.7294,-0.7910,-0.0506,4.795
2.234637,4.8406,-0.7038,-0.0673,4.892
2.236633,4.9559,-0.5974,-0.0696,4.992
2.241636,5.0260,-0.4745,-0.0935,5.049
2.246113,5.0558,-0.3330,-0.0766,5.067
2.252757,5.0378,-0.2012,-0.0813,5.042
2.255412,5.0005,-0.0743,-0.0836,5.002
2.260003,4.9847,0.0477,-0.0787,4.986
2.267628,5.0098,0.1552,-0.0738,5.013
2.269208,5.0681,0.2599,-0.0570,5.075
2.273968,5.1572,0.3598,-0.0545,5.170
2.278560,5.1990,0.4405,-0.0688,5.218
2.283597,5.1908,0.5328,-0.0520,5.218
2.288099,5.1188,0.5938,-0.0543,5.153
2.292812,4.9663,0.5995,-0.0351,5.002
2.303099,4.7640,0.5860,-0.0446,4.800
2.303621,4.5836,0.5748,-0.0588,4.620
2.306652,4.4488,0.5660,-0.0611,4.485
2.311394,4.3589,0.5882,-0.0705,4.399
2.316276,4.3170,0.6154,-0.0728,4.361
2.320622,4.2873,0.6256,-0.0536,4.333
2.325548,4.2573,0.6194,-0.0511,4.302
2.330215,4.2353,0.5447,-0.0558,4.271
2.335938,4.1659,0.4914,-0.0462,4.195
2.339482,4.1184,0.3952,-0.0366,4.137
2.344259,3.8610,0.2610,-0.0485,3.870
2.354665,3.1543,0.2011,-0.0317,3.161
2.355487,2.5437,0.1678,-0.0388,2.550
2.358258,2.0581,0.1346,-0.0364,2.063
2.362826,1.6760,0.1062,-0.0244,1.680
2.367943,1.3713,0.0824,-0.0172,1.374
2.372299,1.1248,0.0657,-0.0077,1.127
2.376820,0.9364,0.0561,0.0067,0.938
2.383568,0.7816,0.0466,-0.0029,0.783
2.386630,0.6580,0.0419,0.0067,0.659
2.391001,0.5586,0.0444,-0.0005,0.560
2.395825,0.4735,0.0350,0.0019,0.475
2.400805,0.4124,0.0257,-0.0029,0.413
2.405321,0.3705,0.0163,-0.0005,0.371
2.409476,0.3783,0.0047,-0.0029,0.378
2.417058,0.5598,-0.0137,-0.0221,0.560
2.419619,0.6738,-0.0152,-0.0244,0.674
2.423623,0.6538,-0.0144,-0.0173,0.654
2.428325,0.5383,0.0222,-0.0101,0.539
2.435982,0.3921,0.0348,-0.0053,0.394
2.437564,0.2559,0.0282,0.0018,0.257
2.442445,0.1488,0.0262,0.0114,0.152
2.449099,0.0804,0.0194,0.0161,0.084
2.455288,0.0510,0.0126,0.0185,0.056
2.456416,0.0480,0.0200,0.0209,0.056
2.460861,0.0924,0.0154,0.0089,0.094
2.469117,0.0962,0.0180,0.0017,0.098
2.470418,0.0576,0.0229,-0.0055,0.062
2.475134,-0.0097,0.0392,-0.0222,0.046
2.479523,-0.0504,0.0285,-0.0006,0.058
2.484648,-0.0430,0.0285,-0.0102,0.053
2.489034,-0.0146,0.0240,-0.0102,0.030
2.493524,0.0215,0.0192,0.0090,0.030
2.498356,0.0407,0.0169,0.0161,0.047
2.503323,0.0597,0.0121,0.0065,0.061
2.508147,0.0764,0.0168,0.0017,0.078
2.512788,0.0955,0.0169,-0.0054,0.097
2.517610,0.1074,0.0169,-0.0150,0.110
2.522147,0.1120,0.0145,-0.0150,0.114
2.526610,0.1143,0.0098,-0.0149,0.116
2.532261,0.1167,0.0074,-0.0077,0.117
2.536376,0.1142,0.0049,-0.0030,0.114
2.540515,0.1167,0.0025,0.0018,0.117
